Cust_id,Age,Gender,Employment Category,Income,Avg. Yearly Balance_k,Avg Yearly ATM Withdrawals,Avg. Foreign Card Payments,Avg. Digital Payments,Fixed Deposits
13130,31-35,Female,Civil/Public Servant,Greater than 1 million,2018,35,33,47,1
13131,31-35,Male,Civil/Public Servant,"50,000 - 100,000",109,83,2,3,0
13132,31-35,Male,Civil/Public Servant,Greater than 1 million,3122,42,31,65,1
13133,31-35,Male,Private Sector Employee,Greater than 1 million,4134,51,23,61,1
13134,31-35,Male,Private Sector Employee,Greater than 1 million,3167,42,20,45,1
13135,31-35,Female,Retired,Greater than 1 million,2668,20,27,62,0
13136,18-20,Male,Student,Greater than 1 million,4575,41,26,26,1
13137,31-35,Female,Self Employed,Greater than 1 million,1705,56,35,63,1
13138,31-35,Male,Private Sector Employee,Greater than 1 million,4776,38,27,58,1
13139,21-30,Female,Private Sector Employee,Greater than 1 million,4328,41,34,46,1
13140,18-20,Female,Student,Greater than 1 million,4500,33,23,48,1
13141,21-30,Female,Self Employed,"501,000 - 1 Million",1559,78,21,36,0
13142,21-30,Male,Private Sector Employee,Greater than 1 million,3202,43,28,57,1
13143,21-30,Female,Private Sector Employee,Greater than 1 million,2596,66,23,44,1
13144,31-35,Female,Private Sector Employee,Greater than 1 million,3456,26,24,46,1
13145,31-35,Female,Civil/Public Servant,Greater than 1 million,3533,87,23,34,1
13146,31-35,Female,Civil/Public Servant,Greater than 1 million,4859,32,26,57,1
13147,31-35,Female,Private Sector Employee,Greater than 1 million,3985,42,23,50,1
13148,31-35,Female,Private Sector Employee,Greater than 1 million,2340,11,30,46,1
13149,41-60,Female,Private Sector Employee,Greater than 1 million,4041,35,31,49,0
13150,41-60,Female,Private Sector Employee,Greater than 1 million,2463,80,20,67,1
13151,41-60,Female,Private Sector Employee,Greater than 1 million,1728,90,23,62,1
13152,36-40,Male,Civil/Public Servant,Greater than 1 million,3341,29,28,67,1
13153,36-40,Male,Civil/Public Servant,"501,000 - 1 Million",1082,41,17,31,0
13154,41-60,Male,Self Employed,"251,000 - 500,000",485,61,9,31,1
13155,41-60,Male,Self Employed,Greater than 1 million,4505,35,24,67,1
13156,41-60,Male,Self Employed,Greater than 1 million,4485,26,22,45,1
13157,41-60,Male,Unemployed,Greater than 1 million,1757,86,25,59,1
13158,41-60,Female,Self Employed,"251,000 - 500,000",484,17,8,33,0
13159,41-60,Female,Self Employed,Greater than 1 million,4065,29,26,66,1
13160,21-30,Female,Self Employed,Greater than 1 million,2093,48,30,54,1
13161,18-20,Female,Unemployed,Greater than 1 million,4355,32,24,67,1
13162,31-35,Male,Private Sector Employee,Greater than 1 million,2858,33,28,51,1
13163,31-35,Female,Private Sector Employee,Greater than 1 million,4022,40,27,46,1
13164,31-35,Female,Private Sector Employee,Greater than 1 million,2824,45,35,47,1
13165,31-35,Male,Civil/Public Servant,Greater than 1 million,4075,40,34,48,1
13166,31-35,Male,Civil/Public Servant,Greater than 1 million,4540,39,22,1,1
13167,21-30,Male,Private Sector Employee,Greater than 1 million,4148,43,29,6,0
13168,18-20,Male,Student,"251,000 - 500,000",443,93,14,35,1
13169,18-20,Female,Student,Greater than 1 million,3477,23,23,68,1
13170,21-30,Female,Private Sector Employee,Greater than 1 million,3507,73,31,46,1
13171,21-30,Male,Unemployed,"101,000 - 250,000",297,62,5,6,0
13172,21-30,Male,Student,"50,000 - 100,000",112,75,1,15,0
13173,Above 60,Male,Retired,Greater than 1 million,1784,36,22,69,1
13174,Above 60,Male,Retired,"501,000 - 1 Million",1365,40,14,51,1
13175,21-30,Male,Others,Greater than 1 million,3475,95,25,53,1
13176,21-30,Male,Others,Greater than 1 million,2723,36,27,53,1
13177,31-35,Male,Private Sector Employee,"251,000 - 500,000",574,24,7,33,0
13178,21-30,Female,Private Sector Employee,Greater than 1 million,3438,37,33,70,1
13179,31-35,Male,Others,Greater than 1 million,3320,48,29,57,1
13180,31-35,Male,Others,"501,000 - 1 Million",1191,49,18,64,0
13181,31-35,Male,Others,Greater than 1 million,3229,21,23,46,1
13182,31-35,Female,Self Employed,Greater than 1 million,4683,21,23,0,1
13183,31-35,Female,Self Employed,Greater than 1 million,2137,94,28,51,1
13184,41-60,Male,Civil/Public Servant,Greater than 1 million,4521,82,29,27,1
13185,41-60,Male,Civil/Public Servant,"501,000 - 1 Million",944,0,24,33,1
13186,41-60,Male,Civil/Public Servant,Greater than 1 million,2794,38,21,53,1
13187,36-40,Male,Civil/Public Servant,Greater than 1 million,3529,36,22,58,1
13188,36-40,Male,Civil/Public Servant,Greater than 1 million,3227,23,27,21,1
13189,31-35,Male,Self Employed,"Below 50,000",86,100,0,0,0
13190,31-35,Male,Self Employed,"251,000 - 500,000",697,56,14,49,0
13191,18-20,Female,Student,Greater than 1 million,1704,89,25,59,1
13192,18-20,Female,Student,Greater than 1 million,4571,36,26,50,1
13193,41-60,Male,Private Sector Employee,"251,000 - 500,000",447,63,12,68,0
13194,41-60,Male,Private Sector Employee,"501,000 - 1 Million",1340,42,12,35,1
13195,21-30,Male,Self Employed,"251,000 - 500,000",853,83,7,25,0
13196,Above 60,Female,Retired,"251,000 - 500,000",719,57,9,8,1
13197,Above 60,Female,Retired,"501,000 - 1 Million",1217,55,25,18,1
13198,18-20,Male,Student,"251,000 - 500,000",695,85,10,62,1
13199,21-30,Male,Private Sector Employee,Greater than 1 million,4100,45,26,56,1
13200,21-30,Female,Private Sector Employee,Greater than 1 million,3331,39,27,37,1
13201,21-30,Male,Private Sector Employee,Greater than 1 million,2567,30,25,49,1
13202,36-40,Male,Self Employed,Greater than 1 million,4336,36,30,52,1
13203,36-40,Male,Self Employed,Greater than 1 million,4718,81,22,62,1
13204,21-30,Female,Unemployed,Greater than 1 million,3234,29,35,35,1
13205,21-30,Male,Unemployed,Greater than 1 million,4520,34,33,45,1
13206,18-20,Female,Student,Greater than 1 million,4095,12,23,63,1
13207,21-30,Male,Civil/Public Servant,"251,000 - 500,000",772,53,5,18,1
13208,21-30,Female,Civil/Public Servant,Greater than 1 million,4037,10,30,22,1
13209,18-20,Male,Student,Greater than 1 million,2796,25,32,47,1
13210,21-30,Female,Private Sector Employee,Greater than 1 million,4289,32,29,54,1
13211,31-35,Female,Self Employed,Greater than 1 million,4880,31,31,37,1
13212,31-35,Male,Self Employed,"501,000 - 1 Million",1683,45,16,48,1
13213,21-30,Female,Self Employed,Greater than 1 million,2891,31,27,18,1
13214,21-30,Female,Self Employed,Greater than 1 million,4972,44,21,46,1
13215,21-30,Female,Self Employed,"50,000 - 100,000",145,71,1,7,0
13216,18-20,Female,Student,Greater than 1 million,4052,36,35,36,0
13217,21-30,Female,Private Sector Employee,Greater than 1 million,2826,17,32,59,1
13218,21-30,Female,Private Sector Employee,"251,000 - 500,000",712,34,9,20,1
13219,21-30,Male,Private Sector Employee,Greater than 1 million,3879,30,30,52,1
13220,41-60,Female,Civil/Public Servant,Greater than 1 million,1840,27,20,63,1
13221,Above 60,Male,Civil/Public Servant,Greater than 1 million,2994,22,20,65,0
13222,21-30,Female,Student,Greater than 1 million,3584,63,30,10,1
13223,21-30,Male,Self Employed,Greater than 1 million,3593,31,28,68,1
13224,21-30,Female,Self Employed,Greater than 1 million,2897,44,27,52,1
13225,21-30,Male,Self Employed,Greater than 1 million,3310,70,35,47,1
13226,31-35,Female,Private Sector Employee,"501,000 - 1 Million",1686,52,19,50,1
13227,31-35,Female,Private Sector Employee,Greater than 1 million,3469,41,33,58,1
13228,31-35,Female,Self Employed,"50,000 - 100,000",200,85,1,5,0
13229,31-35,Male,Private Sector Employee,"501,000 - 1 Million",859,54,16,35,1
13230,18-20,Male,Student,Greater than 1 million,3725,26,26,49,1
13231,18-20,Male,Student,Greater than 1 million,4429,32,21,70,1
13232,21-30,Female,Student,Greater than 1 million,3522,30,31,68,1
13233,21-30,Female,Private Sector Employee,"501,000 - 1 Million",1601,51,18,48,1
13234,21-30,Female,Private Sector Employee,"Below 50,000",18,96,0,1,0
13235,21-30,Male,Student,Greater than 1 million,2403,99,23,63,1
13236,41-60,Male,Civil/Public Servant,"501,000 - 1 Million",1449,42,24,42,1
13237,41-60,Male,Civil/Public Servant,"501,000 - 1 Million",1498,40,12,44,1
13238,41-60,Male,Civil/Public Servant,Greater than 1 million,4299,41,29,58,1
13239,21-30,Female,Private Sector Employee,"251,000 - 500,000",609,62,6,4,0
13240,18-20,Male,Student,Greater than 1 million,2675,25,31,33,1
13241,21-30,Female,Private Sector Employee,Greater than 1 million,3994,35,23,50,1
13242,31-35,Male,Self Employed,Greater than 1 million,3934,45,32,65,1
13243,21-30,Female,Student,"251,000 - 500,000",759,55,7,18,1
13244,41-60,Male,Private Sector Employee,Greater than 1 million,1733,39,32,57,0
13245,41-60,Male,Private Sector Employee,"251,000 - 500,000",856,59,12,34,1
13246,41-60,Male,Private Sector Employee,Greater than 1 million,4315,44,23,4,1
13247,41-60,Male,Private Sector Employee,Greater than 1 million,4479,32,20,33,1
13248,18-20,Male,Student,Greater than 1 million,3008,100,24,70,1
13249,31-35,Female,Civil/Public Servant,Greater than 1 million,4088,29,27,49,1
13250,31-35,Female,Civil/Public Servant,Greater than 1 million,2673,42,35,24,1
13251,21-30,Female,Self Employed,Greater than 1 million,2314,27,25,70,1
13252,21-30,Female,Self Employed,Greater than 1 million,4777,32,24,25,1
13253,21-30,Male,Student,"501,000 - 1 Million",1431,42,15,69,1
13254,21-30,Male,Student,"501,000 - 1 Million",1047,42,22,17,1
13255,21-30,Female,Self Employed,Greater than 1 million,3069,54,22,45,1
13256,21-30,Male,Private Sector Employee,Greater than 1 million,4726,33,27,63,1
13257,21-30,Male,Private Sector Employee,Greater than 1 million,2088,34,28,48,1
13258,31-35,Female,Self Employed,"501,000 - 1 Million",1361,42,17,46,1
13259,31-35,Male,Civil/Public Servant,"251,000 - 500,000",577,11,14,34,0
13260,31-35,Male,Civil/Public Servant,Greater than 1 million,4803,43,20,63,1
13261,31-35,Female,Self Employed,Greater than 1 million,2504,35,22,40,1
13262,41-60,Male,Civil/Public Servant,Greater than 1 million,3055,52,26,69,1
13263,41-60,Male,Civil/Public Servant,Greater than 1 million,3219,29,21,45,1
13264,18-20,Female,Student,Greater than 1 million,3577,35,35,63,1
13265,21-30,Male,Student,Greater than 1 million,4675,43,34,52,1
13266,31-35,Male,Self Employed,Greater than 1 million,3975,69,26,51,1
13267,21-30,Female,Student,"501,000 - 1 Million",1567,2,13,35,1
13268,21-30,Female,Civil/Public Servant,"501,000 - 1 Million",1489,53,23,12,1
13271,21-30,Male,Private Sector Employee,"501,000 - 1 Million",881,51,22,32,1
13272,31-35,Female,Private Sector Employee,"501,000 - 1 Million",1645,42,16,31,1
13273,21-30,Male,Civil/Public Servant,"501,000 - 1 Million",1013,49,13,11,1
13274,21-30,Male,Student,Greater than 1 million,3261,42,29,60,1
13276,21-30,Male,Student,Greater than 1 million,3120,30,20,67,1
13277,31-35,Female,Private Sector Employee,Greater than 1 million,4452,89,34,53,1
13278,21-30,Female,Self Employed,Greater than 1 million,2241,88,24,45,1
13279,36-40,Male,Civil/Public Servant,Greater than 1 million,4896,23,20,50,1
13280,31-35,Male,Self Employed,Greater than 1 million,4304,22,28,27,1
13281,21-30,Male,Unemployed,Greater than 1 million,4317,23,26,54,1
13282,31-35,Male,Self Employed,"251,000 - 500,000",590,62,8,48,1
13283,21-30,Female,Unemployed,Greater than 1 million,3806,27,35,67,0
13284,31-35,Female,Others,"501,000 - 1 Million",1040,43,25,50,1
13285,21-30,Male,Others,"501,000 - 1 Million",1002,51,17,36,0
13286,21-30,Male,Others,Greater than 1 million,4511,26,28,47,0
13287,21-30,Male,Others,"50,000 - 100,000",172,69,2,5,0
13288,21-30,Male,Others,Greater than 1 million,2883,90,27,57,0
13289,31-35,Male,Private Sector Employee,"501,000 - 1 Million",1146,51,13,2,1
13290,18-20,Female,Student,"501,000 - 1 Million",1402,74,20,65,1
13291,36-40,Female,Self Employed,Greater than 1 million,4359,21,23,48,1
13292,21-30,Male,Self Employed,"501,000 - 1 Million",1215,41,23,32,1
13293,31-35,Male,Self Employed,"101,000 - 250,000",315,75,2,13,0
13294,21-30,Male,Student,"501,000 - 1 Million",1360,53,18,40,1
13295,21-30,Female,Others,Greater than 1 million,4593,67,33,13,1
13296,21-30,Male,Others,Greater than 1 million,3310,34,35,55,1
13297,31-35,Female,Self Employed,Greater than 1 million,2828,75,22,27,1
13298,31-35,Female,Self Employed,Greater than 1 million,3614,23,21,70,1
13299,31-35,Female,Self Employed,Greater than 1 million,3059,35,20,69,1
13300,21-30,Female,Self Employed,Greater than 1 million,4961,31,31,64,1
13301,41-60,Male,Civil/Public Servant,"501,000 - 1 Million",1496,79,24,35,1
13302,41-60,Male,Civil/Public Servant,Greater than 1 million,2275,29,35,60,1
13303,36-40,Male,Self Employed,Greater than 1 million,2721,38,24,52,1
13304,36-40,Male,Self Employed,Greater than 1 million,3651,44,20,46,1
13305,36-40,Male,Civil/Public Servant,"501,000 - 1 Million",1214,43,18,32,0
13306,36-40,Male,Civil/Public Servant,Greater than 1 million,3256,21,32,10,1
13307,18-20,Female,Student,Greater than 1 million,2372,26,20,13,0
13308,21-30,Male,Civil/Public Servant,Greater than 1 million,3210,23,35,51,1
13309,31-35,Female,Self Employed,Greater than 1 million,4343,23,23,57,1
13310,21-30,Male,Student,Greater than 1 million,2255,100,23,55,1
13311,31-35,Male,Civil/Public Servant,Greater than 1 million,3271,30,27,66,1
13312,31-35,Male,Civil/Public Servant,Greater than 1 million,2795,92,24,70,1
13313,21-30,Female,Private Sector Employee,Greater than 1 million,4600,21,22,67,1
13314,21-30,Female,Private Sector Employee,Greater than 1 million,1997,37,25,49,1
13315,18-20,Male,Student,Greater than 1 million,3224,38,21,55,1
13316,21-30,Female,Student,"501,000 - 1 Million",1123,18,12,50,0
13317,31-35,Female,Self Employed,"501,000 - 1 Million",956,65,21,31,1
13318,36-40,Male,Self Employed,Greater than 1 million,4325,34,34,60,1
13319,36-40,Male,Self Employed,Greater than 1 million,2268,22,22,51,1
13320,31-35,Female,Self Employed,Greater than 1 million,3620,25,26,54,1
13321,31-35,Female,Self Employed,Greater than 1 million,1829,38,34,67,1
13322,21-30,Male,Civil/Public Servant,Greater than 1 million,3224,23,27,63,1
13323,36-40,Female,Civil/Public Servant,Greater than 1 million,3502,22,21,48,1
13324,36-40,Female,Civil/Public Servant,Greater than 1 million,1768,20,26,32,1
13325,21-30,Male,Student,Greater than 1 million,4005,31,31,11,0
13326,21-30,Male,Private Sector Employee,"251,000 - 500,000",600,63,14,33,1
13327,31-35,Female,Private Sector Employee,Greater than 1 million,3527,23,22,64,1
13328,31-35,Female,Private Sector Employee,"501,000 - 1 Million",1495,48,14,1,0
13329,21-30,Female,Private Sector Employee,Greater than 1 million,3593,43,26,64,1
13330,21-30,Female,Private Sector Employee,"101,000 - 250,000",342,75,7,19,0
13331,21-30,Male,Self Employed,"251,000 - 500,000",653,28,10,65,0
13332,21-30,Female,Student,Greater than 1 million,2898,35,23,64,1
13333,18-20,Male,Student,Greater than 1 million,3787,21,25,47,1
13334,31-35,Female,Self Employed,Greater than 1 million,2028,93,29,55,1
13335,41-60,Male,Civil/Public Servant,Greater than 1 million,3381,23,35,13,1
13336,41-60,Male,Civil/Public Servant,Greater than 1 million,4015,21,28,46,1
13337,21-30,Female,Private Sector Employee,"251,000 - 500,000",781,59,9,25,0
13338,18-20,Male,Student,Greater than 1 million,2002,29,24,48,0
13339,21-30,Female,Private Sector Employee,Greater than 1 million,4676,21,21,52,1
13340,31-35,Female,Self Employed,Greater than 1 million,1749,20,24,35,1
13341,31-35,Female,Self Employed,Greater than 1 million,3529,45,26,55,1
13342,21-30,Male,Private Sector Employee,Greater than 1 million,3191,33,34,63,1
13343,18-20,Female,Student,"501,000 - 1 Million",1231,51,15,43,1
13344,31-35,Male,Private Sector Employee,Greater than 1 million,4682,6,35,60,1
13345,31-35,Male,Private Sector Employee,"251,000 - 500,000",766,54,9,35,1
13346,21-30,Female,Unemployed,"501,000 - 1 Million",1181,42,19,42,1
13347,31-35,Male,Self Employed,Greater than 1 million,4226,44,32,51,1
13348,36-40,Male,Self Employed,"251,000 - 500,000",592,60,11,29,1
13349,36-40,Male,Self Employed,"501,000 - 1 Million",1380,52,13,44,0
13350,36-40,Male,Self Employed,"501,000 - 1 Million",952,47,17,30,1
13351,21-30,Female,Private Sector Employee,"251,000 - 500,000",742,57,8,26,1
13352,18-20,Male,Student,Greater than 1 million,4583,51,21,54,0
13353,21-30,Female,Student,Greater than 1 million,1714,88,20,56,1
13354,21-30,Male,Private Sector Employee,"501,000 - 1 Million",1117,42,12,39,0
13355,31-35,Female,Self Employed,Greater than 1 million,3251,37,26,45,1
13356,18-20,Male,Student,Greater than 1 million,3081,23,22,51,1
13357,31-35,Male,Private Sector Employee,"501,000 - 1 Million",989,86,12,48,0
13358,21-30,Female,Civil/Public Servant,"501,000 - 1 Million",1449,55,17,25,0
13359,18-20,Female,Student,"501,000 - 1 Million",1549,43,22,42,1
13360,31-35,Male,Private Sector Employee,Greater than 1 million,2012,74,34,57,1
13361,31-35,Female,Self Employed,Greater than 1 million,2792,41,35,62,1
13362,21-30,Female,Unemployed,"50,000 - 100,000",164,74,2,7,0
13363,21-30,Female,Student,"501,000 - 1 Million",1109,24,25,42,1
13364,31-35,Female,Civil/Public Servant,Greater than 1 million,1733,22,20,67,1
13365,31-35,Female,Civil/Public Servant,Greater than 1 million,2431,52,29,49,1
13366,36-40,Female,Self Employed,Greater than 1 million,3720,33,31,58,0
13367,36-40,Female,Self Employed,Greater than 1 million,4219,44,23,64,1
13368,31-35,Male,Self Employed,Greater than 1 million,1834,21,28,55,0
13369,36-40,Male,Self Employed,Greater than 1 million,3583,20,25,68,1
13370,36-40,Male,Self Employed,"501,000 - 1 Million",1693,26,12,37,1
13371,21-30,Male,Student,"501,000 - 1 Million",1064,40,18,46,1
13372,41-60,Male,Private Sector Employee,"Below 50,000",26,0,0,18,0
13373,21-30,Female,Student,Greater than 1 million,4239,29,31,60,1
13374,36-40,Male,Civil/Public Servant,"501,000 - 1 Million",897,44,18,37,1
13375,36-40,Male,Civil/Public Servant,Greater than 1 million,2321,21,34,58,1
13376,31-35,Female,Self Employed,"501,000 - 1 Million",1265,45,18,18,1
13377,21-30,Female,Self Employed,Greater than 1 million,3989,39,25,51,1
13378,31-35,Male,Self Employed,"251,000 - 500,000",510,60,11,21,1
13379,31-35,Male,Self Employed,Greater than 1 million,4810,42,22,3,1
13380,21-30,Male,Unemployed,Greater than 1 million,4718,76,29,15,1
13381,36-40,Male,Private Sector Employee,"501,000 - 1 Million",882,62,24,32,0
13382,36-40,Male,Private Sector Employee,Greater than 1 million,1964,23,25,59,1
13383,21-30,Female,Self Employed,"501,000 - 1 Million",1043,55,16,68,0
13384,21-30,Male,Unemployed,Greater than 1 million,3358,40,26,49,0
13385,21-30,Female,Private Sector Employee,"501,000 - 1 Million",1599,14,20,11,1
13386,18-20,Female,Student,"251,000 - 500,000",459,10,10,24,1
13387,31-35,Female,Self Employed,"501,000 - 1 Million",1495,53,15,25,0
13388,31-35,Female,Self Employed,"501,000 - 1 Million",1275,51,17,66,1
13389,21-30,Female,Civil/Public Servant,"251,000 - 500,000",720,70,13,64,1
13390,21-30,Female,Civil/Public Servant,Greater than 1 million,1794,29,35,51,1
13391,21-30,Female,Civil/Public Servant,Greater than 1 million,4577,45,29,68,1
13392,41-60,Male,Self Employed,Greater than 1 million,2933,28,27,65,1
13393,41-60,Male,Self Employed,Greater than 1 million,3693,28,22,46,0
13394,21-30,Male,Student,Greater than 1 million,4189,33,23,47,1
13395,31-35,Female,Private Sector Employee,Greater than 1 million,2562,27,27,67,0
13396,31-35,Male,Private Sector Employee,Greater than 1 million,2721,28,29,61,1
13397,21-30,Female,Student,Greater than 1 million,1896,25,28,56,1
13398,21-30,Male,Civil/Public Servant,"251,000 - 500,000",449,65,13,18,1
13399,18-20,Female,Student,Greater than 1 million,3246,26,33,10,0
13400,31-35,Male,Private Sector Employee,"251,000 - 500,000",815,45,5,33,0
13401,36-40,Female,Self Employed,Greater than 1 million,3294,33,20,54,1
13402,36-40,Female,Self Employed,Greater than 1 million,4470,30,35,54,1
13403,18-20,Male,Student,Greater than 1 million,3284,37,33,64,1
13404,21-30,Female,Student,Greater than 1 million,4635,29,31,49,1
13405,21-30,Male,Student,"501,000 - 1 Million",1522,42,16,43,0
13406,41-60,Female,Self Employed,Greater than 1 million,4499,29,34,63,1
13407,21-30,Male,Student,"501,000 - 1 Million",1370,59,22,37,0
13408,21-30,Male,Unemployed,Greater than 1 million,2131,49,29,62,1
13409,21-30,Female,Others,Greater than 1 million,2844,45,29,68,1
13410,31-35,Female,Unemployed,Greater than 1 million,3630,88,28,61,1
13411,21-30,Female,Student,Greater than 1 million,3023,39,34,68,1
13412,21-30,Male,Student,Greater than 1 million,3759,69,26,68,1
13413,21-30,Female,Private Sector Employee,"501,000 - 1 Million",1325,46,13,39,1
13414,31-35,Male,Self Employed,Greater than 1 million,3320,32,25,69,1
13415,31-35,Male,Self Employed,Greater than 1 million,3446,21,30,66,1
13416,18-20,Female,Student,"501,000 - 1 Million",1216,51,21,50,1
13417,21-30,Male,Private Sector Employee,"50,000 - 100,000",153,10,1,6,0
13418,36-40,Female,Self Employed,"251,000 - 500,000",550,54,10,31,0
13419,36-40,Female,Self Employed,Greater than 1 million,1897,65,24,58,1
13420,31-35,Male,Self Employed,Greater than 1 million,4687,26,27,68,1
13421,41-60,Male,Self Employed,Greater than 1 million,2120,22,21,62,1
13422,41-60,Male,Self Employed,Greater than 1 million,2615,43,22,49,1
13423,18-20,Female,Student,Greater than 1 million,4568,22,28,63,1
13424,18-20,Male,Student,Greater than 1 million,1827,30,26,66,1
13425,31-35,Male,Civil/Public Servant,"501,000 - 1 Million",1415,40,24,12,1
13426,31-35,Male,Civil/Public Servant,Greater than 1 million,3568,32,30,46,1
13427,21-30,Female,Student,Greater than 1 million,4329,81,35,69,1
13428,36-40,Male,Civil/Public Servant,Greater than 1 million,4075,36,28,70,1
13429,36-40,Male,Civil/Public Servant,Greater than 1 million,3131,23,22,55,1
13430,Above 60,Female,Self Employed,Greater than 1 million,4440,20,29,3,1
13431,Above 60,Female,Self Employed,"Below 50,000",82,97,0,3,0
13432,31-35,Male,Private Sector Employee,Greater than 1 million,4812,44,22,60,0
13433,31-35,Male,Private Sector Employee,"501,000 - 1 Million",1634,44,13,49,1
13434,21-30,Male,Student,Greater than 1 million,2089,20,30,48,1
13435,18-20,Female,Student,"251,000 - 500,000",572,77,14,2,0
13436,31-35,Male,Unemployed,"101,000 - 250,000",259,72,3,11,0
13437,31-35,Male,Unemployed,Greater than 1 million,4750,41,26,64,0
13438,31-35,Male,Unemployed,Greater than 1 million,4820,4,28,34,1
13439,21-30,Male,Student,Greater than 1 million,2684,40,20,24,1
13440,21-30,Male,Others,Greater than 1 million,4979,26,34,69,1
13441,21-30,Male,Others,Greater than 1 million,4430,36,33,70,1
13442,21-30,Male,Others,"501,000 - 1 Million",1532,45,24,40,1
13443,21-30,Male,Others,Greater than 1 million,4398,44,30,58,1
13444,21-30,Male,Others,Greater than 1 million,3874,28,28,45,1
13445,21-30,Male,Others,"501,000 - 1 Million",910,50,13,55,1
13446,41-60,Male,Others,"251,000 - 500,000",453,60,11,26,0
13447,41-60,Male,Others,Greater than 1 million,1944,44,20,14,1
13448,41-60,Male,Others,Greater than 1 million,3418,31,20,70,1
13449,21-30,Male,Others,"101,000 - 250,000",349,62,7,6,1
13450,21-30,Male,Others,Greater than 1 million,1824,24,24,67,0
13451,21-30,Male,Others,Greater than 1 million,2707,21,27,65,1
13452,21-30,Male,Others,"501,000 - 1 Million",1538,40,21,54,1
13453,21-30,Male,Others,"501,000 - 1 Million",1661,51,15,41,1
13454,21-30,Female,Others,Greater than 1 million,2650,22,27,62,1
13455,21-30,Female,Others,Greater than 1 million,4870,21,33,69,1
13456,31-35,Male,Others,Greater than 1 million,1865,36,22,66,1
13457,31-35,Male,Others,Greater than 1 million,2130,28,25,45,1
13458,31-35,Male,Others,Greater than 1 million,4933,39,25,53,1
13459,21-30,Female,Others,Greater than 1 million,3273,24,24,67,1
13460,21-30,Female,Others,Greater than 1 million,3714,42,20,33,1
13461,21-30,Female,Others,Greater than 1 million,4340,40,21,53,1
13462,21-30,Male,Private Sector Employee,Greater than 1 million,4964,44,24,68,1
13463,21-30,Male,Private Sector Employee,"Below 50,000",20,98,0,3,0
13464,21-30,Male,Private Sector Employee,Greater than 1 million,3368,20,34,59,1
13465,21-30,Male,Others,Greater than 1 million,4227,27,31,66,1
13466,21-30,Male,Others,Greater than 1 million,3848,34,34,23,1
13467,21-30,Male,Others,Greater than 1 million,3422,32,32,46,1
13468,21-30,Male,Others,Greater than 1 million,2569,23,26,60,1
13469,21-30,Male,Others,Greater than 1 million,4380,44,25,50,1
13470,21-30,Male,Others,Greater than 1 million,1750,31,24,26,1
13471,21-30,Female,Others,Greater than 1 million,2158,20,21,7,1
13472,21-30,Male,Self Employed,"501,000 - 1 Million",975,40,15,38,1
13473,31-35,Male,Others,"501,000 - 1 Million",1290,50,23,35,1
13474,36-40,Male,Self Employed,Greater than 1 million,2900,22,33,60,1
13475,36-40,Male,Self Employed,"251,000 - 500,000",800,58,8,28,0
13476,21-30,Male,Self Employed,Greater than 1 million,3217,20,26,5,1
13477,21-30,Male,Self Employed,Greater than 1 million,3458,30,20,56,1
13478,21-30,Male,Self Employed,Greater than 1 million,4822,27,31,54,1
13479,21-30,Female,Student,Greater than 1 million,3122,54,34,50,1
13480,31-35,Male,Retired,Greater than 1 million,3327,32,23,45,1
13481,31-35,Male,Self Employed,Greater than 1 million,4720,32,33,59,1
13482,21-30,Male,Self Employed,Greater than 1 million,3442,46,21,46,1
13483,21-30,Male,Self Employed,Greater than 1 million,4196,77,24,25,1
13484,21-30,Male,Others,"501,000 - 1 Million",1069,53,15,50,1
13485,41-60,Male,Civil/Public Servant,Greater than 1 million,1998,43,20,49,1
13486,41-60,Male,Civil/Public Servant,Greater than 1 million,3380,72,29,8,1
13487,41-60,Male,Civil/Public Servant,Greater than 1 million,4683,42,29,50,1
13488,41-60,Male,Civil/Public Servant,"501,000 - 1 Million",1014,49,19,34,1
13489,21-30,Male,Self Employed,Greater than 1 million,2886,69,31,47,1
13490,21-30,Male,Self Employed,"501,000 - 1 Million",1256,29,24,37,1
13491,21-30,Male,Self Employed,Greater than 1 million,2828,30,32,52,1
13492,21-30,Female,Others,"101,000 - 250,000",267,72,5,9,1
13493,21-30,Female,Others,Greater than 1 million,2814,27,30,70,1
13494,36-40,Male,Others,"251,000 - 500,000",553,58,10,34,1
13495,36-40,Male,Self Employed,"501,000 - 1 Million",903,50,16,39,1
13496,36-40,Male,Self Employed,"501,000 - 1 Million",1305,49,18,47,1
13497,21-30,Male,Student,Greater than 1 million,3811,45,31,52,1
13498,41-60,Male,Civil/Public Servant,Greater than 1 million,1893,76,35,1,1
13499,41-60,Male,Civil/Public Servant,Greater than 1 million,3130,27,35,61,1
13502,Above 60,Male,Others,Greater than 1 million,2554,40,32,65,1
13503,Above 60,Male,Others,"251,000 - 500,000",657,63,5,25,0
13504,21-30,Female,Self Employed,Greater than 1 million,3360,89,27,55,1
13505,21-30,Female,Self Employed,Greater than 1 million,2581,32,20,33,1
13506,36-40,Male,Self Employed,Greater than 1 million,3587,57,25,2,1
13507,36-40,Male,Self Employed,"501,000 - 1 Million",1495,73,19,39,1
13508,36-40,Male,Civil/Public Servant,"501,000 - 1 Million",1377,55,16,38,0
13509,36-40,Male,Civil/Public Servant,Greater than 1 million,1872,23,20,42,0
13510,36-40,Male,Civil/Public Servant,"501,000 - 1 Million",1114,55,25,33,1
