OrderID,CustomerID,OrderVolume,ShipMode,Segment,Category,PaymentTerm,Discount,ExistingPurchaseOrder,FirstCustomerOrder,CashInDate
O-4932,1013,13.42,Standard Class,Consumer,Office Supplies,45,0,Yes,No,02-11-2011
O-4676,1011,13.36,Same Day,Corporate,Office Supplies,45,0,No,No,03-11-2011
O-5001,1021,13.69,Second Class,Corporate,Office Supplies,30,0,Yes,No,04-11-2011
O-4777,1012,13.64,Second Class,Corporate,Office Supplies,45,3,Yes,No,05-11-2011
O-4851,1026,13.32,Standard Class,Corporate,Office Supplies,45,3,Yes,No,06-11-2011
O-5169,1013,13.39,Standard Class,Consumer,Office Supplies,45,3,Yes,No,07-11-2011
O-5002,1022,13.27,Second Class,Corporate,Furniture,45,3,Yes,No,08-11-2011
O-4896,1025,13.38,Standard Class,Corporate,Office Supplies,45,3,Yes,No,09-11-2011
O-5271,1015,13.5,Second Class,Consumer,Office Supplies,45,0,Yes,No,10-11-2011
O-5315,1022,13.47,Standard Class,Corporate,Office Supplies,45,5,Yes,No,11-11-2011
O-5253,1025,13.53,Second Class,Corporate,Office Supplies,30,0,Yes,No,12-11-2011
O-4805,1026,13.38,Same Day,Corporate,Office Supplies,45,3,No,No,13-11-2011
O-5105,1024,13.46,Standard Class,Corporate,Office Supplies,45,0,Yes,No,14-11-2011
O-4986,1024,13.23,First Class,Corporate,Office Supplies,45,0,Yes,No,15-11-2011
O-5245,1010,13.17,Same Day,Consumer,Office Supplies,45,5,No,No,16-11-2011
O-5363,1025,12.89,Standard Class,Corporate,Technology,45,0,No,No,17-11-2011
O-5585,1025,13.06,Standard Class,Corporate,Furniture,45,0,Yes,No,18-11-2011
O-5655,1021,12.91,First Class,Corporate,Office Supplies,45,5,Yes,No,19-11-2011
O-4992,1013,12.91,First Class,Consumer,Office Supplies,45,0,No,No,20-11-2011
O-5566,1026,12.9,Standard Class,Corporate,Office Supplies,45,3,Yes,No,21-11-2011
O-5478,1024,13,First Class,Corporate,Office Supplies,45,5,No,No,22-11-2011
O-5590,1025,13.36,Standard Class,Corporate,Office Supplies,45,3,Yes,No,23-11-2011
O-5417,1025,13.32,Standard Class,Corporate,Office Supplies,45,5,Yes,No,24-11-2011
O-5114,1024,13.62,Second Class,Corporate,Office Supplies,45,0,No,No,25-11-2011
O-5282,1021,14.12,Second Class,Corporate,Office Supplies,45,3,No,No,26-11-2011
O-5611,1013,14.27,Standard Class,Consumer,Office Supplies,45,3,No,No,27-11-2011
O-5875,1025,14.26,Second Class,Corporate,Office Supplies,45,3,Yes,No,28-11-2011
O-5077,1021,14.21,Standard Class,Corporate,Office Supplies,45,0,No,No,29-11-2011
O-5629,1025,14.34,Second Class,Corporate,Office Supplies,45,0,Yes,No,30-11-2011
O-5971,1025,14.34,Second Class,Corporate,Furniture,45,3,Yes,No,01-12-2011
O-5981,1024,14.4,First Class,Corporate,Office Supplies,45,0,Yes,No,02-12-2011
O-5905,1021,14.85,Standard Class,Corporate,Office Supplies,45,3,Yes,No,03-12-2011
O-5712,1026,15.01,Same Day,Corporate,Office Supplies,45,0,Yes,No,04-12-2011
O-6002,1012,15.27,Standard Class,Corporate,Technology,45,3,Yes,No,05-12-2011
O-5936,1022,15.33,Standard Class,Corporate,Office Supplies,45,5,Yes,No,06-12-2011
O-6100,1003,15.53,Standard Class,Corporate,Office Supplies,45,0,Yes,No,07-12-2011
O-5954,1024,15.62,Second Class,Corporate,Office Supplies,45,5,No,No,08-12-2011
O-6109,1029,15.36,Standard Class,Corporate,Office Supplies,45,0,No,No,09-12-2011
O-5689,1022,15.33,Same Day,Corporate,Office Supplies,45,5,No,No,10-12-2011
O-5995,1022,15.63,Second Class,Corporate,Office Supplies,45,0,Yes,No,11-12-2011
O-6260,1003,15.72,Second Class,Corporate,Office Supplies,45,5,No,No,12-12-2011
O-6184,1029,16,Second Class,Corporate,Office Supplies,45,0,Yes,No,13-12-2011
O-5827,1021,16.22,Standard Class,Corporate,Office Supplies,45,0,No,No,14-12-2011
O-6290,1025,16.13,Second Class,Corporate,Office Supplies,30,0,Yes,No,15-12-2011
O-6376,1011,15.81,Second Class,Corporate,Office Supplies,45,5,Yes,No,16-12-2011
O-6538,1013,16.23,Second Class,Consumer,Office Supplies,30,3,No,No,17-12-2011
O-6187,1024,16.34,Second Class,Corporate,Office Supplies,45,0,Yes,No,18-12-2011
O-6375,1012,16.97,Standard Class,Corporate,Office Supplies,30,0,Yes,No,19-12-2011
O-6396,1012,17.31,Standard Class,Corporate,Office Supplies,45,3,Yes,No,20-12-2011
O-6474,1007,16.91,Standard Class,Corporate,Office Supplies,45,0,Yes,No,21-12-2011
O-6171,1026,17.33,Standard Class,Corporate,Office Supplies,45,0,Yes,No,22-12-2011
O-6564,1024,17.52,Standard Class,Corporate,Office Supplies,30,0,Yes,No,23-12-2011
O-6533,1010,17.66,First Class,Consumer,Office Supplies,45,5,Yes,No,24-12-2011
O-6577,1015,17.72,Second Class,Consumer,Office Supplies,45,5,No,No,25-12-2011
O-6603,1010,17.78,Standard Class,Consumer,Office Supplies,45,5,No,No,26-12-2011
O-6714,1022,17.17,Standard Class,Corporate,Office Supplies,30,5,Yes,No,27-12-2011
O-6566,1025,17.2,Second Class,Corporate,Office Supplies,45,3,Yes,No,28-12-2011
O-6473,1025,16.79,Standard Class,Corporate,Office Supplies,45,5,Yes,No,29-12-2011
O-6578,1018,16.96,Standard Class,Corporate,Office Supplies,45,3,No,No,30-12-2011
O-6844,1017,17.21,Standard Class,Corporate,Office Supplies,45,5,Yes,No,31-12-2011
O-6646,1015,17.87,First Class,Consumer,Office Supplies,45,0,No,No,01-01-2012
O-6447,1025,17.67,Standard Class,Corporate,Office Supplies,45,0,Yes,No,02-01-2012
O-6623,1024,17.36,Standard Class,Corporate,Office Supplies,45,5,Yes,No,03-01-2012
O-6517,1010,17.7,Standard Class,Consumer,Office Supplies,45,0,No,No,04-01-2012
O-6718,1022,17.57,Standard Class,Corporate,Office Supplies,45,5,No,No,05-01-2012
O-6746,1024,17.48,Second Class,Corporate,Office Supplies,45,3,Yes,No,06-01-2012
O-6981,1010,17.09,First Class,Consumer,Furniture,45,0,Yes,No,07-01-2012
O-6851,1022,17.41,Same Day,Corporate,Office Supplies,45,3,Yes,No,08-01-2012
O-7001,1024,17.22,First Class,Corporate,Office Supplies,45,5,Yes,No,09-01-2012
O-6764,1018,17.43,Standard Class,Corporate,Office Supplies,45,3,No,No,10-01-2012
O-6812,1022,17.32,Standard Class,Corporate,Office Supplies,45,5,No,No,11-01-2012
O-6909,1022,18.17,Standard Class,Corporate,Office Supplies,45,0,Yes,No,12-01-2012
O-6918,1012,18.96,Standard Class,Corporate,Office Supplies,45,0,Yes,No,13-01-2012
O-7019,1021,18.9,Standard Class,Corporate,Office Supplies,45,3,Yes,No,14-01-2012
O-6830,1021,18.62,Same Day,Corporate,Office Supplies,45,5,Yes,No,15-01-2012
O-7341,1025,18.91,Standard Class,Corporate,Office Supplies,45,5,Yes,No,16-01-2012
O-7330,1011,18.91,Second Class,Corporate,Office Supplies,45,3,Yes,No,17-01-2012
O-7405,1013,19.15,Standard Class,Consumer,Furniture,45,5,No,No,18-01-2012
O-7452,1029,19.68,First Class,Corporate,Office Supplies,45,3,Yes,No,19-01-2012
O-7292,1021,19.73,First Class,Corporate,Office Supplies,45,3,Yes,No,20-01-2012
O-7387,1013,19.84,First Class,Consumer,Office Supplies,45,0,No,No,21-01-2012
O-7420,1026,19.73,Standard Class,Corporate,Office Supplies,30,0,Yes,No,22-01-2012
O-7830,1010,20,Standard Class,Consumer,Office Supplies,30,3,No,No,23-01-2012
O-7419,1022,20.54,Standard Class,Corporate,Office Supplies,45,3,Yes,No,24-01-2012
O-7526,1025,20.53,Second Class,Corporate,Office Supplies,45,3,Yes,No,25-01-2012
O-7409,1022,19.27,Standard Class,Corporate,Office Supplies,45,3,Yes,No,26-01-2012
O-7580,1025,19.61,Standard Class,Corporate,Furniture,45,3,No,No,27-01-2012
O-7963,1022,20.86,Second Class,Corporate,Furniture,45,5,Yes,No,28-01-2012
O-7654,1024,20.55,Standard Class,Corporate,Office Supplies,45,5,No,No,29-01-2012
O-7403,1026,20.2,Standard Class,Corporate,Office Supplies,45,0,No,No,30-01-2012
O-7459,1012,18.82,First Class,Corporate,Office Supplies,45,3,Yes,No,31-01-2012
O-7563,1021,19.29,Standard Class,Corporate,Office Supplies,45,5,Yes,No,01-02-2012
O-7776,1029,19.5,First Class,Corporate,Office Supplies,45,0,Yes,No,02-02-2012
O-7539,1021,18.84,Second Class,Corporate,Office Supplies,45,5,No,No,03-02-2012
O-7789,1025,19.32,Standard Class,Corporate,Office Supplies,45,3,Yes,No,04-02-2012
O-8059,1012,19.29,Standard Class,Corporate,Office Supplies,30,5,No,No,05-02-2012
O-7689,1025,19.14,Second Class,Corporate,Office Supplies,45,0,Yes,No,06-02-2012
O-8007,1025,18.06,First Class,Corporate,Office Supplies,30,5,No,No,07-02-2012
O-7999,1025,17.86,First Class,Corporate,Furniture,45,5,No,No,08-02-2012
O-8095,1025,18.26,Standard Class,Corporate,Office Supplies,45,3,Yes,No,09-02-2012
O-8214,1010,17.72,Standard Class,Consumer,Office Supplies,45,3,Yes,No,10-02-2012
O-8301,1013,17.13,Standard Class,Consumer,Office Supplies,45,3,No,No,11-02-2012
O-7934,1012,16.72,Standard Class,Corporate,Office Supplies,45,5,No,No,12-02-2012
O-8430,1000,17.44,Standard Class,Consumer,Office Supplies,45,3,No,No,13-02-2012
O-8249,1024,17.46,Same Day,Corporate,Office Supplies,45,3,Yes,No,14-02-2012
O-8245,1012,18.22,Standard Class,Corporate,Technology,45,0,No,No,15-02-2012
O-8303,1021,18.93,Standard Class,Corporate,Office Supplies,45,0,Yes,No,16-02-2012
O-8462,1029,18.72,Standard Class,Corporate,Office Supplies,45,5,No,No,17-02-2012
O-8599,1029,19.33,Standard Class,Corporate,Furniture,45,0,No,No,18-02-2012
O-8356,1026,18.89,Standard Class,Corporate,Office Supplies,45,3,Yes,No,19-02-2012
O-8453,1021,18.12,Same Day,Corporate,Office Supplies,45,0,Yes,No,20-02-2012
O-8323,1013,19.15,Standard Class,Consumer,Office Supplies,45,0,Yes,No,21-02-2012
O-8460,1005,19.46,First Class,Corporate,Office Supplies,45,3,No,No,22-02-2012
O-8734,1024,19.78,Standard Class,Corporate,Office Supplies,45,0,Yes,No,23-02-2012
O-8634,1025,20.59,Second Class,Corporate,Office Supplies,45,3,Yes,No,24-02-2012
O-8633,1007,19.54,Standard Class,Corporate,Office Supplies,45,0,Yes,No,25-02-2012
O-9078,1012,19.29,Standard Class,Corporate,Technology,45,5,Yes,No,26-02-2012
O-8920,1010,18.82,Standard Class,Consumer,Office Supplies,45,0,Yes,No,27-02-2012
O-8616,1025,19.53,Second Class,Corporate,Office Supplies,45,3,Yes,No,28-02-2012
O-8903,1013,19.36,Standard Class,Consumer,Office Supplies,45,0,Yes,No,29-02-2012
O-9094,1025,19.55,Standard Class,Corporate,Office Supplies,45,5,Yes,No,01-03-2012
O-9001,1003,19.6,Second Class,Corporate,Office Supplies,45,3,No,No,02-03-2012
O-9221,1030,19.83,Standard Class,Corporate,Office Supplies,45,3,Yes,No,03-03-2012
O-9196,1005,19.77,Standard Class,Corporate,Office Supplies,45,3,Yes,No,04-03-2012
O-9301,1012,20.13,Standard Class,Corporate,Office Supplies,30,3,Yes,No,05-03-2012
O-9003,1021,20.11,Second Class,Corporate,Office Supplies,45,5,Yes,No,06-03-2012
O-9266,1021,20.04,First Class,Corporate,Office Supplies,30,0,Yes,No,07-03-2012
O-9303,1012,20.59,Second Class,Corporate,Office Supplies,30,0,Yes,No,08-03-2012
O-8960,1025,21.18,Second Class,Corporate,Office Supplies,45,0,Yes,No,09-03-2012
O-9274,1013,21.88,Standard Class,Consumer,Office Supplies,45,0,Yes,No,10-03-2012
O-9302,1012,21.82,Second Class,Corporate,Office Supplies,45,5,Yes,No,11-03-2012
O-9320,1024,22.07,Standard Class,Corporate,Office Supplies,45,5,Yes,No,12-03-2012
O-9423,1018,21.92,Standard Class,Corporate,Office Supplies,45,5,Yes,No,13-03-2012
O-9404,1007,22.33,Standard Class,Corporate,Office Supplies,45,5,Yes,No,14-03-2012
O-9527,1026,22.64,First Class,Corporate,Office Supplies,30,3,Yes,No,15-03-2012
O-9014,1026,22.56,First Class,Corporate,Office Supplies,45,3,No,No,16-03-2012
O-9324,1007,22.32,Standard Class,Corporate,Furniture,45,0,No,No,17-03-2012
O-9558,1003,23.06,Standard Class,Corporate,Office Supplies,30,3,Yes,No,18-03-2012
O-9497,1021,23.99,First Class,Corporate,Technology,45,0,Yes,No,19-03-2012
O-9491,1029,23.98,Second Class,Corporate,Office Supplies,45,3,Yes,No,20-03-2012
O-9496,1007,23.83,First Class,Corporate,Office Supplies,45,0,No,No,21-03-2012
O-9368,1013,23.18,Standard Class,Consumer,Office Supplies,45,5,No,No,22-03-2012
O-9607,1024,23.89,Standard Class,Corporate,Furniture,30,5,No,No,23-03-2012
O-9285,1022,23.85,Second Class,Corporate,Office Supplies,45,0,No,No,24-03-2012
O-9609,1012,24.23,Second Class,Corporate,Office Supplies,30,5,Yes,No,25-03-2012
O-9556,1003,24.68,Standard Class,Corporate,Office Supplies,45,5,Yes,No,26-03-2012
O-9628,1025,24.79,Standard Class,Corporate,Furniture,45,5,Yes,No,27-03-2012
O-9723,1028,24.35,Standard Class,Consumer,Office Supplies,45,5,Yes,No,28-03-2012
O-9709,1013,24.91,Standard Class,Consumer,Furniture,45,5,Yes,No,29-03-2012
O-9803,1028,26.59,First Class,Consumer,Office Supplies,45,5,Yes,No,30-03-2012
O-9837,1015,26.56,Second Class,Consumer,Office Supplies,45,5,Yes,No,31-03-2012
O-9502,1021,26.11,First Class,Corporate,Office Supplies,45,5,Yes,No,01-04-2012
O-9889,1031,26.39,Standard Class,Consumer,Office Supplies,45,0,Yes,No,02-04-2012
O-9593,1024,26.44,Standard Class,Corporate,Office Supplies,30,0,No,No,03-04-2012
O-9758,1029,26.71,First Class,Corporate,Office Supplies,45,3,Yes,No,04-04-2012
O-9764,1007,27.14,Standard Class,Corporate,Office Supplies,45,5,Yes,No,05-04-2012
O-9617,1021,26.78,Standard Class,Corporate,Office Supplies,45,0,Yes,No,06-04-2012
O-9751,1015,26.84,Same Day,Consumer,Office Supplies,45,0,Yes,No,07-04-2012
O-9828,1030,26.6,Standard Class,Corporate,Office Supplies,45,3,Yes,No,08-04-2012
O-9857,1013,27.4,Second Class,Consumer,Furniture,45,0,Yes,No,09-04-2012
O-9802,1012,26.61,Standard Class,Corporate,Office Supplies,30,5,No,No,10-04-2012
O-9726,1014,25.07,Second Class,Corporate,Office Supplies,45,0,Yes,No,11-04-2012
O-9942,1010,23.62,First Class,Consumer,Office Supplies,30,3,No,No,12-04-2012
O-9754,1026,21.97,Standard Class,Corporate,Technology,45,0,No,No,13-04-2012
O-9960,1021,24.28,Standard Class,Corporate,Office Supplies,14,5,No,No,14-04-2012
O-9774,1007,23.73,Standard Class,Corporate,Office Supplies,45,3,No,No,15-04-2012
O-10003,1014,23.47,Standard Class,Corporate,Office Supplies,45,0,Yes,No,16-04-2012
O-9896,1025,23.77,Standard Class,Corporate,Office Supplies,45,5,Yes,No,17-04-2012
O-9912,1025,23.42,Standard Class,Corporate,Office Supplies,45,3,Yes,No,18-04-2012
O-9886,1013,24.12,Standard Class,Consumer,Office Supplies,45,3,Yes,No,19-04-2012
O-9894,1010,24.07,Standard Class,Consumer,Office Supplies,45,0,Yes,No,20-04-2012
O-10019,1012,24.51,Standard Class,Corporate,Office Supplies,30,3,Yes,No,21-04-2012
O-10083,1020,24.65,Standard Class,Consumer,Office Supplies,45,3,No,No,22-04-2012
O-9917,1012,24.97,Standard Class,Corporate,Office Supplies,45,0,Yes,No,23-04-2012
O-10062,1022,25.75,Standard Class,Corporate,Office Supplies,45,5,Yes,No,24-04-2012
O-10147,1016,26.33,Standard Class,Corporate,Technology,45,3,No,No,25-04-2012
O-10004,1011,26.03,First Class,Corporate,Office Supplies,45,0,Yes,No,26-04-2012
O-10301,1010,25.55,Standard Class,Consumer,Technology,45,5,Yes,No,27-04-2012
O-10055,1012,25.69,Second Class,Corporate,Furniture,45,0,Yes,No,28-04-2012
O-10022,1018,26.5,Standard Class,Corporate,Office Supplies,45,0,No,No,29-04-2012
O-9953,1021,27.14,Standard Class,Corporate,Office Supplies,45,3,Yes,No,30-04-2012
O-10102,1003,27.76,Second Class,Corporate,Office Supplies,45,5,No,No,01-05-2012
O-10214,1022,27.74,Standard Class,Corporate,Office Supplies,45,5,Yes,No,02-05-2012
O-9935,1021,26.93,Standard Class,Corporate,Office Supplies,45,3,Yes,No,03-05-2012
O-10101,1022,27.27,Standard Class,Corporate,Office Supplies,45,3,Yes,No,04-05-2012
O-10134,1022,27.4,First Class,Corporate,Office Supplies,30,0,No,No,05-05-2012
O-10263,1010,27.2,Standard Class,Consumer,Office Supplies,45,0,Yes,No,06-05-2012
O-10251,1007,26.34,Standard Class,Corporate,Office Supplies,45,5,Yes,No,07-05-2012
O-10154,1026,26.14,Standard Class,Corporate,Office Supplies,45,0,Yes,No,08-05-2012
O-10151,1022,26.16,Standard Class,Corporate,Office Supplies,45,0,Yes,No,09-05-2012
O-10329,1020,26.74,Standard Class,Consumer,Office Supplies,45,3,No,No,10-05-2012
O-10460,1024,27.7,Standard Class,Corporate,Furniture,45,5,Yes,No,11-05-2012
O-10384,1013,28.4,Second Class,Consumer,Office Supplies,30,0,Yes,No,12-05-2012
O-10340,1012,28.42,Standard Class,Corporate,Office Supplies,45,5,Yes,No,13-05-2012
O-10132,1021,28.37,First Class,Corporate,Office Supplies,45,5,No,No,14-05-2012
O-10380,1012,28.55,Standard Class,Corporate,Furniture,45,3,Yes,No,15-05-2012
O-10245,1018,28.3,Standard Class,Corporate,Office Supplies,45,0,No,No,16-05-2012
O-10161,1024,27.83,Standard Class,Corporate,Office Supplies,45,0,No,No,17-05-2012
O-10157,1022,27.85,Standard Class,Corporate,Office Supplies,45,0,No,No,18-05-2012
O-10104,1021,25.72,Standard Class,Corporate,Office Supplies,45,3,No,No,19-05-2012
O-10281,1012,25.38,Second Class,Corporate,Office Supplies,45,3,Yes,No,20-05-2012
O-10344,1028,24.46,Standard Class,Consumer,Office Supplies,45,0,No,No,21-05-2012
O-10554,1026,25.6,Standard Class,Corporate,Office Supplies,45,3,Yes,No,22-05-2012
O-10400,1025,25.43,Standard Class,Corporate,Office Supplies,45,0,Yes,No,23-05-2012
O-10476,1029,24.67,Standard Class,Corporate,Office Supplies,45,3,No,No,24-05-2012
O-10458,1013,25.54,First Class,Consumer,Office Supplies,45,0,Yes,No,25-05-2012
O-10762,1012,24.15,First Class,Corporate,Technology,45,3,Yes,No,26-05-2012
O-10617,1010,22.81,Standard Class,Consumer,Office Supplies,45,3,Yes,No,27-05-2012
O-10504,1026,22.98,Standard Class,Corporate,Office Supplies,45,0,Yes,No,28-05-2012
O-10737,1007,23.05,Standard Class,Corporate,Office Supplies,45,5,Yes,No,29-05-2012
O-10770,1024,22.23,Standard Class,Corporate,Technology,45,5,No,No,30-05-2012
O-10533,1013,19.87,Standard Class,Consumer,Office Supplies,45,5,No,No,31-05-2012
O-10596,1022,19.37,Second Class,Corporate,Office Supplies,45,0,Yes,No,01-06-2012
O-10718,1025,18.57,Same Day,Corporate,Office Supplies,45,0,Yes,No,02-06-2012
O-10835,1025,18.57,Standard Class,Corporate,Office Supplies,45,5,Yes,No,03-06-2012
O-10873,1024,18.79,Standard Class,Corporate,Office Supplies,45,3,Yes,No,04-06-2012
O-10728,1007,18.88,Same Day,Corporate,Office Supplies,45,5,Yes,No,05-06-2012
O-10872,1029,19.34,Standard Class,Corporate,Office Supplies,45,5,Yes,No,06-06-2012
O-10678,1024,19.11,Standard Class,Corporate,Office Supplies,45,3,No,No,07-06-2012
O-10842,1012,18.81,Standard Class,Corporate,Office Supplies,45,3,Yes,No,08-06-2012
O-10884,1000,18.48,Standard Class,Consumer,Office Supplies,45,5,Yes,No,09-06-2012
O-10946,1013,17.43,Standard Class,Consumer,Office Supplies,45,5,No,No,10-06-2012
O-11168,1012,17.32,First Class,Corporate,Office Supplies,30,3,Yes,No,11-06-2012
O-11058,1025,17.93,Second Class,Corporate,Technology,45,3,Yes,No,12-06-2012
O-10860,1012,18.49,Same Day,Corporate,Office Supplies,45,0,Yes,No,13-06-2012
O-11073,1014,17.84,Standard Class,Corporate,Office Supplies,45,5,Yes,No,14-06-2012
O-10917,1021,18.49,Standard Class,Corporate,Technology,45,0,No,No,15-06-2012
O-11259,1013,18.21,Second Class,Consumer,Office Supplies,30,5,Yes,No,16-06-2012
O-11077,1025,17.8,Second Class,Corporate,Office Supplies,45,0,Yes,No,17-06-2012
O-11056,1022,17.45,Standard Class,Corporate,Office Supplies,45,3,Yes,No,18-06-2012
O-11117,1010,17.69,Standard Class,Consumer,Office Supplies,45,0,Yes,No,19-06-2012
O-10965,1024,17.36,Second Class,Corporate,Office Supplies,45,0,Yes,No,20-06-2012
O-11379,1005,17.07,Standard Class,Corporate,Office Supplies,45,5,No,No,21-06-2012
O-11127,1022,17.11,Standard Class,Corporate,Office Supplies,45,3,Yes,No,22-06-2012
O-11229,1011,17.02,Standard Class,Corporate,Office Supplies,45,5,Yes,No,23-06-2012
O-10959,1012,17.57,Standard Class,Corporate,Office Supplies,45,0,Yes,No,24-06-2012
O-11368,1010,18.56,Standard Class,Consumer,Office Supplies,45,3,Yes,No,25-06-2012
O-11393,1028,17.86,Standard Class,Consumer,Office Supplies,45,5,No,No,26-06-2012
O-11341,1013,17.39,First Class,Consumer,Office Supplies,30,0,No,No,27-06-2012
O-11279,1025,17.8,Standard Class,Corporate,Office Supplies,30,3,No,No,28-06-2012
O-11214,1007,17.78,First Class,Corporate,Office Supplies,45,3,Yes,No,29-06-2012
O-11310,1013,17.28,Standard Class,Consumer,Office Supplies,45,5,No,No,30-06-2012
O-11407,1029,17.46,Standard Class,Corporate,Office Supplies,45,3,No,No,01-07-2012
O-11228,1026,17.1,First Class,Corporate,Office Supplies,45,5,Yes,No,02-07-2012
O-11447,1010,18.19,Standard Class,Consumer,Office Supplies,30,0,No,No,03-07-2012
O-11468,1015,18,Standard Class,Consumer,Office Supplies,45,5,Yes,No,04-07-2012
O-11515,1025,18.28,Standard Class,Corporate,Office Supplies,45,0,Yes,No,05-07-2012
O-11288,1012,18.09,Second Class,Corporate,Office Supplies,45,0,Yes,No,06-07-2012
O-11563,1024,18.1,First Class,Corporate,Office Supplies,45,0,Yes,No,07-07-2012
O-11637,1012,18.97,Standard Class,Corporate,Office Supplies,45,5,Yes,No,08-07-2012
O-11528,1011,18.52,Standard Class,Corporate,Office Supplies,45,0,Yes,No,09-07-2012
O-11292,1025,19.04,Second Class,Corporate,Office Supplies,30,3,No,No,10-07-2012
O-11736,1016,19.93,First Class,Corporate,Office Supplies,45,0,Yes,No,11-07-2012
O-11833,1027,20.14,Standard Class,Consumer,Office Supplies,45,5,No,No,12-07-2012
O-11569,1024,20.72,First Class,Corporate,Office Supplies,45,0,Yes,No,13-07-2012
O-11533,1012,20.04,Standard Class,Corporate,Office Supplies,45,0,Yes,No,14-07-2012
O-11640,1025,20.43,Standard Class,Corporate,Office Supplies,45,0,Yes,No,15-07-2012
O-11663,1024,20.5,Standard Class,Corporate,Office Supplies,45,5,Yes,No,16-07-2012
O-11719,1024,21.36,Second Class,Corporate,Office Supplies,45,0,Yes,No,17-07-2012
O-11673,1024,21.07,Same Day,Corporate,Office Supplies,45,3,Yes,No,18-07-2012
O-11757,1022,21.66,First Class,Corporate,Office Supplies,45,0,Yes,No,19-07-2012
O-11986,1018,21.87,Second Class,Corporate,Office Supplies,45,3,Yes,No,20-07-2012
O-11999,1015,22.27,Standard Class,Consumer,Office Supplies,45,0,Yes,No,21-07-2012
O-11935,1013,21.83,Second Class,Consumer,Office Supplies,45,3,Yes,No,22-07-2012
O-11884,1021,21.63,Standard Class,Corporate,Office Supplies,45,5,Yes,No,23-07-2012
O-11829,1012,22.08,Second Class,Corporate,Office Supplies,45,3,No,No,24-07-2012
O-11878,1025,21.02,Standard Class,Corporate,Office Supplies,45,0,Yes,No,25-07-2012
O-11782,1021,21.11,Second Class,Corporate,Office Supplies,45,0,Yes,No,26-07-2012
O-11913,1025,21.2,Second Class,Corporate,Office Supplies,45,5,Yes,No,27-07-2012
O-12124,1024,21.96,Standard Class,Corporate,Office Supplies,45,5,Yes,No,28-07-2012
O-12027,1012,22.07,Standard Class,Corporate,Office Supplies,45,0,Yes,No,29-07-2012
O-11845,1007,23.01,Standard Class,Corporate,Office Supplies,45,0,No,No,30-07-2012
O-12157,1024,24.02,First Class,Corporate,Office Supplies,45,5,Yes,No,31-07-2012
O-12104,1003,22.89,Second Class,Corporate,Office Supplies,45,0,Yes,No,01-08-2012
O-12087,1021,23.27,Second Class,Corporate,Office Supplies,45,0,Yes,No,02-08-2012
O-12297,1018,24.13,Standard Class,Corporate,Office Supplies,45,3,Yes,No,03-08-2012
O-12166,1025,24.25,Standard Class,Corporate,Office Supplies,45,5,No,No,04-08-2012
O-12276,1026,24.61,Standard Class,Corporate,Office Supplies,30,3,Yes,No,05-08-2012
O-12137,1011,25.01,Second Class,Corporate,Office Supplies,45,5,No,No,06-08-2012
O-12014,1012,24.85,Standard Class,Corporate,Office Supplies,45,0,No,No,07-08-2012
O-12556,1025,25.71,Standard Class,Corporate,Furniture,45,5,No,No,08-08-2012
O-12423,1010,25.85,Standard Class,Consumer,Office Supplies,45,0,No,No,09-08-2012
O-12440,1010,26.39,Standard Class,Consumer,Office Supplies,45,3,No,No,10-08-2012
O-12603,1024,26.67,Second Class,Corporate,Office Supplies,45,5,Yes,No,11-08-2012
O-12592,1024,26.08,Second Class,Corporate,Office Supplies,45,5,Yes,No,12-08-2012
O-12465,1025,26.44,Standard Class,Corporate,Office Supplies,45,3,Yes,No,13-08-2012
O-12398,1022,26.21,Standard Class,Corporate,Office Supplies,45,0,Yes,No,14-08-2012
O-12656,1012,26.88,Standard Class,Corporate,Office Supplies,30,0,No,No,15-08-2012
O-12108,1021,27.14,First Class,Corporate,Office Supplies,45,0,No,No,16-08-2012
O-12811,1021,26.61,Standard Class,Corporate,Office Supplies,30,0,Yes,No,17-08-2012
O-12716,1022,27.1,Standard Class,Corporate,Office Supplies,45,0,Yes,No,18-08-2012
O-12572,1025,26.8,First Class,Corporate,Office Supplies,45,0,Yes,No,19-08-2012
O-13027,1014,26.23,Second Class,Corporate,Office Supplies,45,0,Yes,No,20-08-2012
O-12913,1025,26.56,Standard Class,Corporate,Office Supplies,45,0,Yes,No,21-08-2012
O-13088,1015,25.46,First Class,Consumer,Office Supplies,45,5,Yes,No,22-08-2012
O-13121,1013,25.29,Standard Class,Consumer,Office Supplies,30,0,No,No,23-08-2012
O-13119,1007,25.88,Standard Class,Corporate,Office Supplies,45,0,Yes,No,24-08-2012
O-13236,1025,26.63,Second Class,Corporate,Furniture,45,5,Yes,No,25-08-2012
O-13208,1025,26.72,Standard Class,Corporate,Furniture,45,5,No,No,26-08-2012
O-13019,1024,26.67,Standard Class,Corporate,Office Supplies,45,5,No,No,27-08-2012
O-12882,1022,26.96,First Class,Corporate,Office Supplies,45,3,No,No,28-08-2012
O-13226,1007,26.59,Standard Class,Corporate,Office Supplies,45,3,Yes,No,29-08-2012
O-13157,1024,26.48,Standard Class,Corporate,Office Supplies,45,0,Yes,No,30-08-2012
O-12737,1012,26.46,Standard Class,Corporate,Office Supplies,45,0,No,No,31-08-2012
O-12888,1021,27.06,Standard Class,Corporate,Office Supplies,45,3,Yes,No,01-09-2012
