Cust_id,Qtr1_Bal,Qtr2_Bal,Qtr3_Bal,Qtr4_Bal,Perc_inc_q4_q1,Wallet_trx,Age,Gender,Area
C9443,18,8,19,67,2.7,69,20,Female,South
C9748,44,34,35,70,0.6,25,29,Male,North
C9853,11,22,22,75,5.8,131,22,Male,South
C9875,18,25,23,78,3.3,82,21,Female,North
C9900,27,22,25,77,1.9,52,20,Female,East
C9986,14,15,11,76,4.4,105,24,Female,West
C10026,37,18,27,83,1.2,38,23,Male,South
C10560,5,35,31,80,15,322,25,Male,South
C10692,19,19,24,58,2.1,55,21,Female,North
C10693,33,35,22,81,1.5,44,29,Female,West
C1082,31,28,22,79,1.5,46,23,Female,South
C10853,29,19,32,72,1.5,44,30,Female,West
C10921,33,41,20,83,1.5,43,26,Male,South
C10959,41,18,34,86,1.1,35,28,Male,South
C11084,5,35,19,87,16.4,354,18,Female,West
C1110,38,36,33,55,0.4,23,30,Female,East
C1172,7,38,23,94,12.4,271,21,Female,East
C1263,36,33,24,81,1.3,38,27,Male,West
C1296,24,42,14,66,1.8,48,27,Male,West
C1340,5,10,27,84,15.8,339,30,Male,South
C1385,5,42,21,57,10.4,228,18,Female,North
C1745,34,29,14,81,1.4,43,30,Female,South
C1753,27,42,16,64,1.4,42,26,Female,East
C1775,37,15,26,84,1.3,41,28,Female,North
C1957,4,18,28,93,22.3,474,28,Male,South
C1968,6,26,25,66,10,220,22,Female,West
C1985,12,42,21,76,5.3,123,26,Female,North
C2143,31,12,32,92,2,53,30,Male,South
C2245,24,15,35,56,1.3,41,27,Female,North
C2248,43,29,15,60,0.4,20,21,Male,South
C2356,14,23,21,72,4.1,97,23,Male,North
C2358,25,40,23,76,2,54,29,Male,South
C2381,21,32,19,91,3.3,83,24,Female,North
C2712,17,10,20,79,3.6,89,28,Female,East
C2753,35,23,12,84,1.4,41,25,Male,West
C2789,40,42,19,86,1.2,38,21,Female,West
C2911,34,27,15,59,0.7,29,30,Female,North
C3059,47,9,38,65,0.4,20,21,Male,West
C3133,46,33,28,69,0.5,23,20,Male,West
C3159,49,29,21,65,0.3,21,18,Female,South
C3161,40,8,35,78,1,32,30,Male,West
C3238,22,25,33,56,1.5,45,26,Female,West
C3251,27,40,19,77,1.9,52,30,Female,South
C3360,38,15,20,63,0.7,28,21,Female,West
C3379,10,13,21,73,6.3,141,21,Male,South
C3440,40,19,25,81,1,34,26,Male,North
C3564,25,20,16,93,2.7,70,25,Female,West
C3578,40,22,16,71,0.8,28,29,Male,South
C3714,22,14,20,79,2.6,67,24,Female,North
C3946,6,41,21,91,14.2,307,28,Female,South
C4203,14,29,23,94,5.7,130,24,Male,West
C4480,10,37,28,58,4.8,112,18,Female,North
C4550,20,37,22,85,3.3,79,26,Male,West
C4632,36,30,28,72,1,35,20,Female,South
C4719,39,29,21,95,1.4,44,24,Female,North
C4851,9,25,23,80,7.9,174,25,Male,West
C5049,30,38,27,66,1.2,37,22,Male,South
C5107,36,33,28,58,0.6,27,23,Female,South
C5167,24,34,34,93,2.9,71,24,Male,South
C5444,13,16,38,73,4.6,106,20,Male,South
C5508,45,28,23,85,0.9,33,23,Female,East
C5724,41,42,35,95,1.3,42,19,Female,North
C5838,27,15,25,75,1.8,48,21,Male,South
C5983,29,22,30,67,1.3,41,24,Female,East
C6125,30,18,20,87,1.9,53,28,Female,East
C6206,22,33,23,58,1.6,47,20,Female,West
C6334,43,41,26,75,0.7,28,25,Male,West
C6421,21,14,17,67,2.2,59,28,Female,East
C6787,21,12,13,87,3.1,77,21,Male,West
C6871,7,30,20,56,7,157,26,Female,North
C7071,11,29,25,88,7,156,24,Male,West
C7326,40,41,25,62,0.6,26,18,Female,West
C7350,36,26,10,88,1.4,44,23,Female,East
C7565,5,40,30,67,12.4,268,22,Male,South
C8247,10,23,25,66,5.6,127,19,Male,South
C8307,13,38,24,87,5.7,131,27,Female,West
C8349,47,32,22,76,0.6,25,22,Male,North
C8434,3,9,31,84,27,573,25,Male,West
C8494,10,27,21,91,8.1,179,18,Male,West
C8564,22,14,15,84,2.8,70,30,Male,South
C8860,38,30,12,63,0.7,28,28,Female,North
C8874,18,19,30,75,3.2,77,29,Male,West
C9194,41,8,14,70,0.7,29,24,Female,West
C9444,25,41,17,55,1.2,36,23,Male,North
C9567,29,13,21,91,2.1,58,26,Female,South
C9640,49,22,26,90,0.8,32,28,Female,North
C9791,16,41,11,88,4.5,107,21,Female,North
C9819,2,35,30,70,34,722,22,Female,South
C9904,28,17,29,81,1.9,53,25,Female,West
C1014,50,12,18,67,0.3,20,27,Male,South
C10217,4,41,22,83,19.8,424,19,Female,North
C10260,6,24,22,81,12.5,272,21,Female,South
C10277,41,15,23,86,1.1,37,25,Female,North
C10291,29,23,25,67,1.3,39,21,Male,East
C10391,29,28,21,86,2,55,21,Female,North
C10422,17,28,25,74,3.4,81,18,Male,West
C10428,45,25,19,87,0.9,34,21,Female,North
C10512,17,37,24,59,2.5,64,19,Female,West
C10598,29,22,20,72,1.5,44,29,Female,North
C10609,9,28,35,84,8.3,184,30,Male,West
C1069,43,35,12,59,0.4,20,20,Male,West
C10756,44,9,24,91,1.1,37,23,Female,North
C10980,27,39,30,89,2.3,59,30,Male,North
C11027,42,23,23,72,0.7,27,30,Male,South
C1114,20,38,32,70,2.5,65,26,Female,West
C1276,42,20,17,58,0.4,20,23,Male,West
C1479,50,26,22,88,0.8,30,18,Female,East
C1698,45,35,21,65,0.4,22,21,Male,East
C2254,22,25,37,88,3,74,18,Male,East
C2747,4,30,29,68,16,343,24,Male,South
C2776,12,36,25,84,6,135,24,Male,West
C3014,37,15,12,71,0.9,31,18,Male,West
C3080,46,39,27,66,0.4,23,23,Female,West
C3114,20,24,15,70,2.5,63,27,Male,South
C3155,23,11,16,71,2.1,57,28,Female,South
C3288,23,9,29,91,3,73,26,Male,West
C3431,42,39,26,58,0.4,22,26,Female,North
C3436,2,34,18,65,31.5,667,20,Male,East
C3569,4,19,14,62,14.5,312,18,Male,West
C4036,31,36,17,93,2,53,24,Male,West
C4233,38,24,19,73,0.9,33,27,Female,South
C4454,16,25,23,74,3.6,86,20,Male,North
C5041,19,27,19,79,3.2,79,26,Female,West
C5072,16,34,17,83,4.2,100,21,Female,South
C5322,27,14,30,71,1.6,45,21,Male,North
C5494,25,23,12,88,2.5,64,30,Male,West
C5510,23,21,11,82,2.6,65,28,Male,South
C5727,2,17,22,69,33.5,711,18,Female,West
C5937,41,39,14,59,0.4,23,28,Female,South
C5956,21,26,21,61,1.9,51,25,Male,West
C6098,29,15,19,59,1,35,29,Female,West
C6124,22,15,23,90,3.1,78,21,Female,North
C6474,37,38,39,62,0.7,28,18,Female,South
C6689,47,17,32,71,0.5,25,25,Female,North
C6881,13,33,32,80,5.2,118,30,Male,South
C6894,30,14,33,94,2.1,56,28,Male,West
C6932,27,12,18,69,1.6,46,27,Female,North
C6947,20,29,23,81,3.1,75,23,Male,West
C7404,8,10,14,93,10.6,232,26,Male,North
C7529,30,21,29,89,2,55,28,Female,South
C7566,42,24,23,95,1.3,41,21,Female,South
C7668,19,20,38,56,1.9,51,25,Male,South
C8208,21,11,21,80,2.8,70,24,Male,West
C8465,30,31,33,95,2.2,59,21,Female,North
C8491,2,34,15,77,37.5,793,22,Male,West
C8500,20,25,20,65,2.3,58,22,Male,East
C8873,7,16,24,80,10.4,229,30,Female,North
C9315,7,31,28,69,8.9,196,30,Female,West
C9389,46,25,21,80,0.7,30,27,Female,South
C9657,47,27,17,75,0.6,27,24,Female,East
C9719,36,17,30,63,0.8,30,18,Female,West
C9809,3,25,12,57,18,386,24,Female,West
C9816,39,23,23,58,0.5,24,20,Female,East
C9894,48,10,24,70,0.5,24,23,Female,North
C10077,9,12,35,84,8.3,184,,Male,South
C10173,12,41,12,80,5.7,128,,Male,North
C10498,47,32,35,57,0.2,17,,Male,East
C10646,20,41,25,75,2.8,70,,Female,West
C10782,40,24,21,65,0.6,25,,Male,West
C10807,32,18,26,89,1.8,49,,Male,South
C1085,28,10,21,60,1.1,35,,Male,North
C11077,27,42,37,80,2,54,,Female,East
C1217,4,22,23,88,21,448,,Male,West
C1233,41,14,31,59,0.4,23,,Female,North
C1482,48,10,20,78,0.6,28,,Female,West
C1598,24,28,18,94,2.9,74,,Female,West
C1684,26,20,14,62,1.4,42,,Female,East
C1786,41,34,23,82,1,33,,Male,West
C1926,6,32,18,65,9.8,216,,Female,North
C1932,24,9,19,94,2.9,72,,Male,West
C1949,38,23,21,60,0.6,24,,Male,North
C2032,44,22,19,65,0.5,24,,Female,North
C2107,3,28,19,80,25.7,547,,Female,South
C2150,11,19,27,67,5.1,118,,Female,West
C2317,41,21,23,58,0.4,23,,Female,South
C2479,18,9,24,81,3.5,84,,Male,North
C2538,47,41,23,62,0.3,19,,Male,South
C2604,40,17,30,87,1.2,37,,Male,East
C2806,21,30,27,83,3,73,,Male,North
C2914,44,34,24,71,0.6,27,,Female,West
C2917,8,27,16,55,5.9,134,,Female,South
C2951,37,34,13,88,1.4,41,,Male,South
C2960,33,42,32,81,1.5,44,,Female,West
C3153,33,34,21,93,1.8,52,,Female,North
C3173,30,34,34,67,1.2,37,,Male,North
C3305,10,38,21,95,8.5,190,,Female,South
C3326,19,34,15,81,3.3,81,,Female,South
C3558,12,36,21,68,4.7,109,,Female,West
C3575,17,19,22,71,3.2,77,,Male,South
C3580,13,42,15,63,3.8,92,,Female,East
C3598,30,17,28,95,2.2,59,45,Female,South
C3859,13,23,17,55,3.2,79,,Female,West
C4106,12,41,27,60,4,93,,Male,East
C4531,39,37,18,75,0.9,31,,Male,West
C4651,35,16,36,82,1.3,40,,Male,North
C4784,25,42,16,78,2.1,56,,Male,West
C4830,38,32,35,94,1.5,43,,Male,South
C4854,28,22,35,65,1.3,41,,Female,East
C4922,11,35,27,59,4.4,101,,Male,East
C4950,5,36,25,75,14,301,,Male,South
C4995,9,31,25,95,9.6,209,,Male,West
C5335,8,32,20,70,7.8,173,,Female,North
C5405,29,28,15,60,1.1,34,,Male,East
C5739,41,8,30,89,1.2,37,,Male,West
C5840,16,42,32,80,4,96,,Female,West
C5875,41,10,18,56,0.4,20,,Male,South
C6050,37,41,28,73,1,32,,Male,North
C6105,42,17,28,74,0.8,28,,Male,South
C6110,10,31,16,64,5.4,122,,Male,South
C6349,16,16,22,77,3.8,90,,Male,South
C6451,14,11,18,85,5.1,116,,Male,South
C6468,40,11,28,55,0.4,20,,Male,South
C6555,27,26,17,58,1.1,37,,Female,East
C6829,15,17,28,86,4.7,109,,Male,South
C6843,26,31,16,79,2,54,,Male,North
C7184,2,17,24,62,30,636,,Male,South
C7293,1,12,34,55,54,1138,,Male,South
C7415,16,13,15,60,2.8,68,,Male,South
C7492,13,12,37,83,5.4,123,,Male,East
C7533,34,39,16,66,0.9,31,,Male,North
C7902,49,34,18,58,0.2,16,,Male,West
C8133,8,14,18,89,10.1,221,,Male,South
C8139,5,38,28,91,17.2,371,,Female,North
C8140,5,28,31,92,17.4,375,,Female,South
C8186,38,28,13,91,1.4,43,,Female,West
C8207,37,12,14,93,1.5,44,,Male,West
C8435,15,34,18,75,4,94,,Male,West
C8448,23,17,18,74,2.2,57,,Male,West
C8593,24,34,22,90,2.8,71,,Female,North
C8798,33,32,21,71,1.2,36,,Male,North
C8891,39,30,35,81,1.1,35,,Male,West
C8981,17,8,17,90,4.3,102,,Female,South
C9009,17,38,22,92,4.4,103,,Male,North
C9183,28,42,24,81,1.9,51,,Male,South
C9231,14,36,12,67,3.8,91,,Female,North
C9293,33,15,18,93,1.8,50,,Male,West
C9411,14,33,21,65,3.6,86,,Male,North
C9747,8,23,25,83,9.4,207,,Female,North
C10200,14,18,16,85,5.1,118,51,Female,West
C10362,24,34,20,74,2.1,57,63,Female,West
C10425,24,40,17,57,1.4,42,45,Female,South
C10677,22,29,23,65,2,52,59,Male,East
C10889,33,23,18,71,1.2,36,48,Male,North
C10896,49,17,17,80,0.6,26,48,Male,North
C11035,26,31,21,80,2.1,55,50,Male,West
C1191,14,31,37,59,3.2,79,51,Female,West
C1201,32,38,17,83,1.6,47,66,Female,North
C1553,33,25,26,64,0.9,31,45,Male,West
C1632,3,41,29,69,22,470,63,Female,West
C1829,19,27,39,71,2.7,68,64,Male,North
C2067,41,22,22,60,0.5,22,63,Male,East
C2217,40,28,21,85,1.1,36,63,Male,South
C3312,2,20,30,67,32.5,690,61,Female,South
C3403,18,9,29,63,2.5,63,54,Male,East
C3739,4,39,21,64,15,324,58,Female,North
C3987,23,32,32,65,1.8,51,57,Female,West
C4082,20,42,18,68,2.4,61,56,Male,North
C4156,19,11,20,91,3.8,90,65,Male,West
C4444,50,22,30,83,0.7,28,56,Female,South
C4929,39,32,25,67,0.7,29,47,Female,West
C5356,27,14,32,59,1.2,36,62,Male,West
C5843,21,13,22,72,2.4,64,53,Female,North
C6236,19,42,14,84,3.4,82,70,Male,West
C6986,50,41,19,91,0.8,32,59,Female,East
C7270,36,28,20,55,0.5,25,58,Female,East
C7312,10,42,15,66,5.6,129,56,Female,East
C7341,3,29,27,86,27.7,589,55,Female,West
C7530,15,19,17,58,2.9,70,45,Male,South
C7660,11,20,19,61,4.5,105,46,Male,North
C7693,22,21,33,55,1.5,44,69,Female,West
C7941,5,29,14,85,16,343,70,Male,North
C8029,38,22,19,55,0.4,23,56,Female,West
C8116,38,26,18,64,0.7,26,55,Male,West
C8166,30,12,38,77,1.6,46,64,Female,West
C8225,9,9,20,94,9.4,207,70,Male,North
C8305,9,15,19,91,9.1,200,45,Male,South
C8816,25,28,28,90,2.6,68,49,Female,West
C8979,38,22,16,83,1.2,37,45,Male,North
C9305,37,15,25,61,0.6,27,61,Female,East
C1017,21,42,19,63,2,55,64,Female,North
C10230,6,8,25,62,9.3,206,22,Female,West
C10283,42,41,19,76,0.8,31,65,Female,North
C10327,13,41,12,62,3.8,91,26,Female,South
C10584,5,31,15,55,10,219,63,Female,South
C10762,32,18,17,94,1.9,52,64,Male,South
C1123,44,24,21,84,0.9,33,62,Female,North
C1762,27,11,28,69,1.6,44,30,Male,North
C1851,4,19,28,94,22.5,480,58,Male,North
C2452,4,24,20,57,13.3,285,66,Male,North
C2748,24,12,24,57,1.4,42,22,Female,North
C2959,30,20,21,84,1.8,49,65,Male,South
C2983,43,41,18,70,0.6,27,48,Female,North
C3151,43,21,19,64,0.5,24,55,Female,West
C3709,18,21,15,68,2.8,69,19,Male,West
C3717,46,25,19,68,0.5,22,70,Male,North
C3734,43,41,33,74,0.7,27,25,Male,West
C4205,38,12,24,90,1.4,43,28,Female,North
C4473,38,20,26,71,0.9,30,66,Male,North
C4502,19,18,31,78,3.1,78,25,Female,South
C4880,45,27,23,72,0.6,25,61,Male,West
C4945,15,41,28,57,2.8,71,59,Female,West
C4977,23,38,32,78,2.4,61,57,Male,West
C5087,5,31,16,77,14.4,310,24,Male,South
C5271,20,10,21,90,3.5,84,21,Male,South
C5635,31,14,12,71,1.3,41,59,Female,North
C5643,2,26,17,62,30,638,22,Female,South
C5799,22,14,14,58,1.6,45,51,Male,South
C5818,30,8,24,72,1.4,43,48,Female,South
C6049,26,18,24,92,2.5,66,68,Female,South
C6196,18,38,25,71,2.9,74,58,Female,South
C6287,11,21,16,69,5.3,120,30,Male,North
C6423,13,36,18,83,5.4,123,30,Male,South
C6471,44,16,21,89,1,36,29,Female,West
C6660,44,9,27,94,1.1,36,25,Male,West
C6813,33,40,16,67,1,33,56,Male,West
C7246,49,15,18,72,0.5,22,63,Male,West
C7294,47,24,18,77,0.6,28,29,Female,West
C7442,8,32,30,77,8.6,190,28,Male,South
C7474,24,39,23,92,2.8,70,54,Male,East
C7534,5,15,15,69,12.8,276,27,Male,North
C7604,1,28,23,70,69,1453,46,Male,North
C7658,33,23,18,80,1.4,42,29,Male,East
C7830,28,25,26,61,1.2,36,20,Male,West
C7931,22,28,20,58,1.6,45,70,Male,West
C8450,18,34,28,60,2.3,61,62,Female,South
C8624,1,18,24,92,91,1917,61,Female,North
C9275,27,41,23,65,1.4,43,28,Female,South
C9291,27,24,17,58,1.1,35,48,Male,North
C9332,13,18,29,60,3.6,87,62,Female,North
C9416,24,42,26,65,1.7,47,24,Male,West
C9893,27,9,24,64,1.4,42,49,Female,South
C9941,19,40,32,74,2.9,71,24,Male,North
C9951,46,36,26,55,0.2,16,67,Male,West
C9970,47,37,35,68,0.4,22,58,Male,East
C10297,19,25,25,63,2.3,61,25,Female,West
C10320,5,19,15,64,11.8,257,21,Female,West
C10453,48,33,25,74,0.5,26,25,Female,West
C10633,8,32,29,67,7.4,163,24,Male,West
C10636,17,17,24,70,3.1,76,30,Male,South
C10826,42,29,29,57,0.4,22,22,Female,West
C1215,18,40,22,77,3.3,81,21,Female,West
C1771,45,8,30,57,0.3,18,29,Male,West
C1846,43,22,20,62,0.4,21,23,Male,West
C1872,7,39,31,91,12,260,30,Male,West
C1881,4,13,27,79,18.8,401,27,Male,West
C1910,28,35,23,77,1.8,48,27,Male,South
C1951,6,14,28,59,8.8,193,26,Male,South
C2076,21,24,20,76,2.6,68,27,Female,North
C2252,49,41,23,55,0.1,17,19,Female,North
C2394,27,19,14,63,1.3,39,20,Male,West
C2624,15,41,17,83,4.5,107,23,Female,South
C2690,28,31,32,88,2.1,58,19,Female,West
C3038,5,14,23,81,15.2,327,19,Male,South
C3210,1,23,26,91,90,1896,28,Female,East
C3307,45,12,18,63,0.4,21,22,Male,West
C3901,1,9,34,57,56,1182,21,Female,South
C3941,2,33,21,94,46,974,21,Female,North
C4009,40,39,23,83,1.1,37,26,Female,North
C4253,47,35,18,72,0.5,26,30,Female,West
C4566,30,36,24,59,1,32,20,Male,West
C4665,10,41,28,87,7.7,173,21,Female,North
C5079,13,21,21,68,4.2,100,27,Female,South
C5289,14,42,15,78,4.6,106,21,Male,North
C5473,8,11,18,60,6.5,147,30,Female,North
C5935,46,39,14,82,0.8,31,20,Female,East
C6054,17,39,25,75,3.4,84,30,Female,West
C6849,8,31,25,74,8.3,184,28,Female,North
C6979,3,12,25,88,28.3,601,27,Male,South
C7037,6,22,31,70,10.7,234,26,Female,South
C7208,28,21,16,64,1.3,38,28,Male,South
C7288,47,8,17,83,0.8,30,27,Female,North
C7510,3,35,14,82,26.3,561,27,Female,West
C7873,2,29,23,95,46.5,984,21,Female,North
C7925,47,22,18,84,0.8,31,26,Female,West
C8049,12,42,37,85,6.1,139,29,Female,West
C8092,27,33,17,75,1.8,50,18,Female,South
C8304,36,41,14,87,1.4,44,29,Female,East
C8386,24,27,10,55,1.3,38,30,Male,South
C8609,41,14,12,56,0.4,20,24,Male,West
C8728,24,21,21,62,1.6,44,27,Male,East
C8870,39,28,25,79,1,35,23,Female,South
C9037,3,27,19,66,21,447,21,Male,East
C9186,41,22,10,85,1.1,37,25,Female,West
C9420,12,20,27,94,6.8,155,21,Female,North
C9612,15,39,22,87,4.8,113,22,Female,North
C9615,39,27,33,56,0.4,21,18,Male,West
C9638,24,12,29,94,2.9,74,18,Female,West
C10191,34,42,18,74,1.2,38,18,Female,East
C10449,40,33,18,75,0.9,30,20,Male,North
C10497,5,13,20,62,11.4,247,21,Male,North
C10624,13,29,25,57,3.4,81,24,Male,South
C10825,18,20,25,65,2.6,65,20,Male,East
C10844,2,21,13,57,27.5,583,21,Male,North
C10999,7,20,26,64,8.1,181,19,Female,West
C11024,36,13,20,87,1.4,44,19,Female,North
C1226,5,19,29,76,14.2,306,20,Male,East
C1646,20,17,19,56,1.8,48,21,Male,South
C1659,14,16,19,86,5.1,120,26,Female,West
C1672,43,13,11,76,0.8,28,19,Male,South
C1916,7,16,19,94,12.4,271,21,Female,East
C2137,41,36,12,80,1,32,25,Male,West
C2169,13,33,28,90,5.9,134,19,Male,North
C2176,20,22,20,80,3,74,27,Male,South
C2352,13,16,21,70,4.4,102,27,Male,West
C2495,42,14,18,79,0.9,31,18,Male,West
C2711,34,29,16,78,1.3,41,21,Female,East
C2734,10,25,36,63,5.3,120,22,Male,West
C2880,8,18,30,58,6.3,140,27,Male,South
C3924,45,8,11,73,0.6,27,21,Female,North
C3959,8,14,14,55,5.9,134,30,Female,West
C4246,7,12,16,57,7.1,160,20,Female,West
C4304,24,30,18,56,1.3,41,28,Female,North
C4551,11,42,16,90,7.2,160,28,Male,South
C4565,39,42,25,89,1.3,39,25,Male,North
C4581,28,13,36,85,2,54,18,Male,West
C4631,26,34,12,87,2.3,62,23,Female,North
C4699,32,42,19,65,1,35,24,Female,West
C4709,21,13,20,94,3.5,86,18,Female,North
C4815,47,40,30,75,0.6,27,26,Female,North
C5019,35,30,37,94,1.7,49,23,Female,North
C5124,27,27,17,90,2.3,60,26,Male,North
C5582,37,39,20,95,1.6,47,23,Female,South
C6268,29,23,30,81,1.8,49,21,Male,West
C6459,49,21,15,74,0.5,23,30,Male,West
C6620,28,14,19,76,1.7,49,22,Female,West
C6672,47,20,26,60,0.3,18,26,Male,North
C6722,14,37,13,73,4.2,98,24,Male,North
C6752,34,28,23,83,1.4,44,24,Female,North
C6927,3,16,18,84,27,575,23,Female,South
C6982,15,28,29,68,3.5,84,23,Male,West
C7017,29,9,21,58,1,32,23,Male,South
C7102,40,27,22,55,0.4,20,19,Male,East
C7194,38,33,27,61,0.6,25,27,Male,West
C7323,5,17,25,70,13,282,29,Female,North
C7330,24,26,14,57,1.4,40,20,Male,West
C7376,2,34,21,59,28.5,606,18,Female,South
C7400,19,12,21,59,2.1,55,28,Male,South
C7469,44,40,15,75,0.7,29,24,Female,North
C7561,2,37,30,68,33,701,25,Female,North
C7684,24,32,23,86,2.6,65,19,Male,West
C7687,15,22,21,90,5,115,20,Male,West
C7704,8,20,34,66,7.3,161,19,Male,West
C8079,3,34,25,64,20.3,435,19,Female,East
C8178,38,17,24,95,1.5,43,19,Male,North
C8246,46,18,18,84,0.8,30,18,Male,West
C8283,20,40,14,91,3.6,87,26,Female,South
C8334,48,26,20,83,0.7,28,29,Male,North
C8375,45,15,18,92,1,34,18,Male,North
C8493,10,26,17,61,5.1,118,22,Female,West
C8501,26,24,20,88,2.4,61,23,Male,North
C8858,47,9,26,78,0.7,26,23,Male,North
C8899,11,9,21,58,4.3,99,23,Male,West
C9049,45,42,23,76,0.7,27,30,Male,South
C9267,5,39,32,56,10.2,224,26,Female,West
C9326,4,26,14,60,14,301,27,Male,West
C9335,9,32,17,85,8.4,186,22,Male,West
C9362,18,39,18,86,3.8,90,27,Male,West
C9365,8,11,17,95,10.9,239,30,Female,West
C9480,19,8,24,67,2.5,63,25,Male,West
C9662,38,42,24,87,1.3,41,20,Female,West
C9677,22,31,24,94,3.3,79,25,Male,West
C9682,44,20,21,81,0.8,32,28,Female,West
C9771,26,18,19,74,1.8,50,28,Male,South
C9804,34,12,33,92,1.7,49,23,Female,East
C10018,7,36,35,55,6.9,154,27,Female,West
C10025,28,31,17,77,1.8,50,26,Female,West
C10079,9,23,15,61,5.8,130,27,Male,North
C10109,32,19,26,82,1.6,46,28,Female,West
C10185,36,30,16,75,1.1,37,30,Female,South
C10356,17,10,22,82,3.8,90,22,Male,East
C10499,21,40,23,65,2.1,57,24,Female,West
C10507,30,20,24,82,1.7,48,25,Male,North
C10515,42,11,19,61,0.5,24,26,Female,West
C10596,8,15,17,78,8.8,194,22,Female,South
C10699,36,25,17,89,1.5,43,20,Male,East
C10724,35,32,22,63,0.8,31,29,Female,North
C10760,36,40,18,65,0.8,31,23,Female,West
C10808,42,15,16,66,0.6,24,20,Male,South
C10897,43,8,18,63,0.5,24,24,Female,North
C11026,38,35,25,62,0.6,27,30,Female,North
C1368,27,41,20,94,2.5,63,18,Male,South
C1532,18,16,24,71,2.9,74,21,Female,West
C1643,43,22,15,62,0.4,23,20,Female,West
C1714,34,34,33,70,1.1,34,26,Male,West
C1738,43,35,11,66,0.5,23,24,Male,North
C1853,24,22,32,87,2.6,66,30,Male,East
C2136,44,8,36,61,0.4,20,29,Male,South
C2274,40,10,24,78,1,32,20,Male,South
C2437,42,23,32,76,0.8,31,24,Female,West
C2582,32,17,18,71,1.2,39,26,Female,South
C2625,48,24,13,85,0.8,29,28,Male,West
C2704,49,33,17,56,0.1,15,22,Male,South
C2937,22,24,29,59,1.7,48,26,Female,East
C3009,2,17,24,94,46,974,20,Female,North
C3105,16,8,24,77,3.8,90,26,Male,North
C3404,13,36,12,91,6,136,21,Male,West
C3453,2,35,29,63,30.5,648,21,Female,East
C3511,37,17,28,74,1,33,23,Male,South
C3681,45,17,28,93,1.1,37,29,Female,North
C4018,3,26,26,82,26.3,561,29,Female,North
C4113,17,29,19,57,2.4,62,26,Female,West
C4188,27,19,16,66,1.4,43,24,Female,North
C4282,23,37,25,83,2.6,66,18,Male,North
C4327,50,13,27,61,0.2,17,24,Male,South
C4455,14,19,20,57,3.1,76,24,Female,South
C4517,4,37,22,72,17,366,20,Female,North
C4573,39,28,21,68,0.7,28,21,Male,South
C4649,9,14,22,88,8.8,193,25,Male,North
C4750,31,29,35,78,1.5,43,20,Male,South
C5209,44,21,15,73,0.7,26,20,Male,North
C5336,19,17,22,89,3.7,88,22,Male,West
C5477,22,41,14,91,3.1,79,30,Female,North
C5768,24,34,20,94,2.9,72,19,Male,East
C6102,49,34,14,63,0.3,18,20,Male,North
C6503,29,24,17,77,1.7,46,20,Male,North
C6614,17,27,31,76,3.5,85,18,Female,West
C6735,16,39,17,79,3.9,95,20,Female,West
C6744,45,32,14,69,0.5,23,18,Male,South
C6935,45,42,21,68,0.5,25,19,Female,West
C6970,33,28,14,81,1.5,44,20,Female,North
C7023,37,8,16,95,1.6,47,23,Female,North
C7064,32,25,27,83,1.6,47,25,Female,South
C7220,2,42,16,72,35,741,19,Male,West
C7244,32,25,22,82,1.6,44,23,Male,North
C7344,27,21,25,69,1.6,46,28,Female,South
C7451,31,32,29,71,1.3,41,21,Female,West
C7482,9,29,27,69,6.7,151,28,Female,North
C7489,12,12,20,63,4.3,99,26,Male,West
C7568,3,36,26,75,24,510,30,Male,East
C7679,20,27,33,82,3.1,76,20,Male,West
C7783,24,35,13,64,1.7,48,23,Female,West
C7809,18,42,24,88,3.9,94,26,Female,West
C8006,21,20,19,56,1.7,48,28,Female,East
C8035,21,10,19,67,2.2,57,29,Male,West
C8126,28,39,11,83,2,54,23,Female,West
C8404,20,16,33,92,3.6,86,25,Male,East
C8672,38,23,32,77,1,33,28,Male,North
C8977,4,14,17,67,15.8,340,23,Female,West
C9287,42,40,18,90,1.1,36,25,Male,North
C9330,50,27,18,55,0.1,17,25,Female,East
C9426,13,36,25,77,4.9,113,18,Male,North
C9545,16,37,40,94,4.9,114,27,Female,West
C9569,17,32,22,88,4.2,98,23,Male,West
C9597,15,11,29,77,4.1,99,27,Female,West
C9614,19,22,22,83,3.4,81,22,Male,West
C9742,33,37,29,92,1.8,49,22,Male,West
C10328,48,35,13,62,0.3,21,33,Female,North
C10443,6,26,19,68,10.3,227,18,Female,West
C10838,42,11,26,65,0.5,26,32,Female,West
C1094,14,26,19,82,4.9,112,35,Male,South
C10952,13,22,16,91,6,136,30,Male,North
C10997,48,11,18,93,0.9,34,35,Female,North
C1112,3,22,12,76,24.3,517,45,Male,North
C1186,48,25,20,62,0.3,19,36,Male,South
C1297,34,18,39,82,1.4,43,19,Female,South
C1375,32,12,13,94,1.9,54,37,Female,West
C1423,35,24,21,74,1.1,37,19,Female,East
C1430,35,40,11,67,0.9,33,25,Female,East
C1610,24,42,22,89,2.7,70,21,Female,North
C1743,21,16,15,69,2.3,61,21,Female,North
C1779,19,22,20,61,2.2,59,22,Female,South
C1890,50,19,22,61,0.2,17,44,Male,South
C2298,49,37,19,71,0.4,24,32,Female,West
C2300,41,15,36,89,1.2,37,21,Male,West
C2322,17,20,17,63,2.7,67,31,Male,South
