CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,EstimatedSalary,Num_Trans_12Months,Num_Trans_6Months,Num_Trans_3Months,IsActiveMember
15636731,714,Germany,Female,36,1,101609.01,2,1,447.73,204,118,83,1
15628303,738,Spain,Male,35,3,0,1,1,15650.73,184,143,27,1
15633461,639,Germany,Male,38,5,130170.82,1,1,149599.62,180,118,22,1
15677135,520,Germany,Male,61,8,133802.29,2,1,90304.01,200,162,139,1
15590876,764,France,Female,24,7,106234.02,1,0,115676.38,123,115,17,0
15790782,661,Spain,Male,39,6,132628.98,1,0,38812.67,193,74,11,0
15700476,564,Germany,Male,41,9,103522.75,2,1,34338.21,225,157,38,1
15634141,708,Germany,Female,42,8,192390.52,2,1,823.36,193,70,19,0
15737795,512,Spain,Male,36,1,0,1,0,135482.26,235,114,44,1
15790299,592,Spain,Male,37,9,0,3,1,10656.89,217,166,42,1
15675316,619,France,Female,38,3,0,2,0,116467.35,173,102,96,1
15613630,775,France,Male,52,8,109922.61,1,1,96823.32,237,148,68,1
15662100,850,Germany,Female,44,5,128605.32,1,0,171096.2,222,155,7,1
15668032,577,France,Female,37,4,0,1,1,79881.39,220,148,95,1
15599289,724,France,Female,37,10,68598.56,1,1,157862.82,182,94,5,0
15754084,710,Spain,Male,35,1,106518.52,1,1,127951.81,222,132,69,1
15676521,696,France,Female,31,8,0,2,0,191074.11,219,110,0,0
15804586,376,France,Female,46,6,0,1,1,157333.69,182,105,15,0
15781465,675,Germany,Female,29,8,121326.42,1,1,133457.52,117,60,9,0
15729362,745,France,Male,36,8,67226.37,1,1,130789.6,183,76,10,0
15709295,697,Spain,Female,25,5,82931.85,2,1,128373.88,203,138,3,1
15745324,599,Spain,Female,39,4,0,1,1,194273.2,119,98,20,0
15741336,715,France,Female,38,5,118590.41,1,1,5684.17,235,199,142,1
15783659,659,France,Male,67,4,145981.87,1,1,131043.2,200,104,72,1
15620981,684,France,Female,48,3,73309.38,1,0,21228.34,188,88,26,0
15630328,635,France,Female,48,8,130796.33,2,1,43250.3,219,100,92,1
15785899,789,Germany,Male,33,8,151607.56,1,1,4389.4,106,105,6,0
15606149,571,Germany,Female,66,9,111577.01,1,0,189271.9,189,109,88,1
15671139,694,Spain,Male,39,0,107042.74,1,1,102284.2,191,122,10,1
15660429,665,Spain,Female,42,2,156371.61,2,0,156774.94,249,197,39,1
15571002,706,France,Female,44,4,129605.99,1,0,69865.49,213,116,15,0
15631681,807,Spain,Female,43,0,0,2,0,85523.24,221,143,137,1
15731522,771,Spain,Female,67,8,0,2,1,51219.8,177,164,20,1
15619529,531,Spain,Male,27,8,132576.25,1,0,7222.92,120,112,3,0
15628034,629,France,Female,37,6,129101.3,1,1,23971.33,222,166,83,1
15686164,850,Germany,Female,31,1,108822.4,1,1,132173.31,186,62,60,1
15582797,685,Spain,Male,35,4,137948.51,1,1,113639.64,136,101,26,0
15753831,642,Spain,Male,32,7,100433.8,1,1,39768.59,172,128,17,1
15731815,529,Spain,Male,63,4,96134.11,3,1,108732.96,162,112,3,0
15580956,683,Germany,Female,43,4,115888.04,1,1,117349.19,155,101,74,1
15602084,663,France,Female,42,5,124626.07,1,1,78004.5,217,122,78,1
15589805,563,France,Female,34,6,139810.34,1,1,152417.79,162,84,21,1
15720893,637,Spain,Female,34,9,0,2,0,26057.08,210,86,13,0
15641009,544,France,Male,37,3,84496.71,1,0,79972.09,111,95,18,0
15605926,649,Germany,Male,70,9,116854.71,2,0,107125.79,222,112,9,1
15805955,638,France,Female,48,10,138333.03,1,1,47679.14,195,111,111,1
15801488,723,France,Male,25,3,0,2,1,134509.47,205,140,111,1
15605918,635,Germany,Male,43,5,78992.75,2,0,153265.31,218,99,15,0
15779711,750,Spain,Female,38,7,97257.41,2,0,179883.04,219,115,108,1
15705620,730,France,Male,34,5,122453.37,2,1,138882.98,162,87,9,0
15685357,750,Spain,Female,36,8,112940.07,1,0,9855.81,229,123,56,1
15570060,586,France,Female,43,8,132558.26,1,1,67046.83,202,69,5,0
15582616,520,France,Female,38,4,0,2,1,56388.63,108,70,13,0
15799515,652,France,Female,48,8,133297.24,1,1,77764.37,109,67,3,0
15642937,550,France,Female,46,7,0,2,1,130590.35,121,114,21,0
15624729,594,France,Male,27,0,197041.8,1,0,151912.49,141,60,16,0
15566156,749,Germany,Female,44,0,71497.79,2,0,151083.8,146,84,13,0
15792360,668,France,Male,32,7,0,2,1,777.37,189,115,11,1
15807008,614,Germany,Female,35,6,128100.28,1,0,69454.24,141,115,16,0
15704770,773,France,Male,25,1,124532.78,2,0,11723.57,179,175,120,1
15756475,551,Germany,Male,31,9,82293.82,2,1,91565.25,171,124,71,1
15655339,566,France,Male,36,1,142120.91,1,1,79616.37,150,77,12,0
15613749,569,Spain,Male,34,0,151839.26,1,1,102299.81,198,84,1,0
15664521,659,Spain,Male,31,7,149620.88,2,1,104533.51,174,119,90,1
15681206,722,France,Female,49,3,168197.66,1,1,140765.57,187,105,31,0
15745527,655,France,Male,37,5,93147,2,1,66214.13,120,90,16,0
15806926,615,France,Female,35,2,97440.02,2,1,139816.1,188,90,5,1
15724563,752,Germany,Female,42,3,65046.08,2,0,140139.28,166,95,18,1
15782899,661,Spain,Female,28,7,95357.49,1,0,102297.15,187,61,13,0
15623521,838,Spain,Male,43,9,123105.88,2,1,145765.83,120,89,8,0
15810218,610,Spain,Male,29,9,0,3,0,83912.24,186,80,72,1
15645621,811,Spain,Male,44,3,0,2,0,78439.73,159,95,84,1
15608114,587,Spain,Male,62,7,121286.27,1,0,6776.92,246,118,110,1
15659557,811,Germany,Female,28,4,167738.82,2,1,9903.42,204,126,60,1
15787772,759,France,Female,38,1,104091.29,1,0,91561.91,114,99,0,0
15691111,648,Germany,Female,42,8,121980.56,2,1,4027.02,168,76,16,0
15592089,788,France,Female,43,10,0,2,1,116111.51,241,119,97,1
15633897,725,Germany,Male,39,1,50880.98,2,1,184023.54,193,97,48,1
15701301,646,France,Female,42,3,175159.9,2,0,67124.48,211,87,13,0
15723685,601,Germany,Female,26,7,105514.69,2,1,50070.59,192,81,20,0
15701602,521,Germany,Male,52,5,116497.31,3,0,53793.1,141,119,34,0
15739189,561,Spain,Female,33,6,0,2,1,45261.47,124,92,3,0
15573086,564,France,Male,42,7,99824.45,1,1,36721.4,180,147,141,1
15569050,444,France,Male,45,6,0,1,1,130009.85,170,72,4,0
15750765,650,Spain,Male,71,0,0,1,1,175380.77,184,156,119,1
15799811,724,France,Male,40,10,0,1,1,127847.25,178,113,20,0
15698442,719,Spain,Male,35,3,122964.88,1,1,138231.7,202,140,105,1
15655274,548,France,Female,29,4,0,2,0,48673.18,223,157,77,1
15603594,635,Spain,Male,24,4,0,2,1,70668.77,181,94,73,1
15585961,496,Spain,Female,43,3,0,2,0,199505.53,187,101,12,1
15686936,676,France,Female,37,5,89634.69,1,1,169583.18,167,123,121,1
15770424,541,Germany,Male,40,7,95710.11,2,1,49063.42,195,115,28,0
15587451,778,Germany,Male,41,7,139706.31,1,1,63337.19,213,63,18,0
15602010,850,Germany,Female,45,5,103909.86,1,1,60083.11,207,116,24,0
15600583,633,France,Male,31,1,0,1,1,48606.71,102,71,20,0
15654673,625,France,Male,49,6,173434.9,1,1,165580.93,107,92,21,0
15717164,485,Spain,Male,32,6,102238.01,2,1,194010.12,172,140,55,1
15765014,547,France,Female,48,1,179380.74,2,0,69263.1,225,191,87,1
15682639,642,France,Male,32,3,0,2,1,88698.83,181,121,108,1
15729279,718,France,Female,25,4,108691.95,1,1,63030.97,189,118,1,0
15759805,582,France,Female,32,4,0,2,1,59668.81,102,79,17,0
15767864,628,France,Male,33,6,0,2,0,184230.23,184,100,24,0
15769948,737,Germany,Male,35,0,133377.8,1,0,64050.19,170,152,150,1
15686345,828,Spain,Male,34,9,0,2,1,81853.98,204,102,59,1
15688071,609,Spain,Male,53,10,0,1,1,154642.91,164,126,64,1
15681174,730,France,Male,39,1,116537.6,1,0,145679.6,168,78,12,0
15667521,631,France,Female,22,3,0,2,0,30781.77,132,62,3,0
15750243,830,Spain,Male,40,4,0,2,0,81622.52,227,181,154,1
15695475,645,France,Male,29,1,130131.08,2,0,196474.35,214,80,34,1
15689176,663,France,Male,46,3,0,2,0,176276.1,155,113,88,1
15652955,678,Spain,Male,30,0,0,1,1,35113.08,104,100,27,0
15668958,521,France,Male,30,2,107316.09,1,1,64299.82,211,62,3,0
15631054,625,France,Female,24,1,0,2,1,180969.55,174,92,40,1
15581479,523,France,Male,30,1,83181.29,1,1,138176.78,191,106,49,1
15577478,714,France,Female,72,3,0,1,1,86733.61,177,94,33,1
15780870,580,Spain,Male,67,3,153946.14,1,1,7418.92,186,147,51,1
15692317,722,France,Male,30,5,0,2,1,166376.54,220,113,12,0
15593969,630,Spain,Female,39,7,135483.17,1,1,140881.2,112,98,19,0
15570417,579,France,Male,35,1,0,2,1,4460.2,170,79,6,0
15779059,670,France,Female,38,4,119624.54,2,1,110472.12,159,82,56,1
15785980,588,Spain,Male,34,6,121132.26,2,1,86460.28,101,73,12,0
15644200,807,Spain,Female,42,1,0,1,1,16500.66,109,68,2,0
15793949,726,France,Female,48,4,0,1,1,114020.06,209,72,2,0
15645103,812,Germany,Male,25,5,54817.55,1,1,131660.31,197,115,3,0
15705860,631,Germany,Male,40,3,107949.45,1,1,52449.62,161,111,4,0
15623828,682,France,Male,30,4,0,1,0,161465.31,171,118,89,1
15715003,625,Spain,Female,49,2,80816.45,1,1,20018.79,232,193,56,1
15623471,607,Germany,Male,38,3,98205.77,1,1,176318.27,129,115,14,0
15798348,600,Spain,Female,50,6,94684.27,1,1,50488.91,245,104,83,1
15743016,602,Spain,Female,22,7,141604.76,1,1,30379.6,143,96,8,0
15769499,545,Spain,Female,74,3,0,2,1,161326.73,234,186,118,1
15798521,675,Spain,Male,33,3,0,2,1,45348.08,144,120,10,0
15706534,581,France,Female,47,1,122949.14,1,0,180251.68,209,117,5,0
15706186,640,Germany,Male,33,8,81677.22,2,0,34925.56,192,94,6,0
15812197,850,France,Male,38,7,80293.98,1,0,126555.74,209,81,24,0
15650933,490,Spain,Female,48,8,155413.06,1,1,187921.3,179,107,28,0
15692991,710,Spain,Female,38,4,0,2,1,136390.88,227,109,41,1
15631189,613,Germany,Male,38,9,67111.65,1,1,78566.64,149,96,16,0
15762198,812,France,Male,34,5,103818.43,1,1,166038.27,175,135,117,1
15699598,723,France,Female,20,4,0,2,1,140385.33,218,158,140,1
15692744,512,France,Male,36,4,152169.12,2,0,38629.3,184,111,25,0
15688963,731,France,Female,52,10,0,1,1,24998.75,209,198,37,1
15599131,650,Germany,Male,26,4,214346.96,2,1,128815.33,211,96,28,0
15680303,594,France,Male,57,6,0,1,1,19376.56,178,96,6,0
15628674,844,France,Male,40,7,113348.14,1,1,31904.31,196,98,9,0
15648075,686,Germany,Female,47,5,170935.94,1,1,173179.79,124,95,6,0
15586970,695,Germany,Male,52,8,103023.26,1,1,22485.64,157,105,60,1
15625698,624,Spain,Female,23,6,0,2,0,196668.51,150,67,13,1
15790497,503,Spain,Male,37,6,0,2,0,136506.86,159,106,30,0
15682618,535,France,Female,31,7,111855.04,2,1,36278.89,196,169,94,1
15762937,743,Germany,Female,32,6,140348.56,2,1,163254.39,195,114,20,1
15750929,702,Spain,Male,39,8,0,2,1,99654.13,150,118,15,0
15729832,658,France,Male,29,3,145512.84,1,1,20207.02,102,75,16,0
15633650,677,Germany,Female,41,8,146720.98,2,1,4195.84,220,126,26,1
15748856,664,France,Male,32,10,107209.73,1,1,112340.2,166,156,120,1
15589195,766,Germany,Female,38,7,130933.74,1,0,2035.94,164,153,20,1
15699911,461,Spain,Female,35,8,0,1,1,132295.95,116,113,3,0
15663438,688,Spain,Male,36,0,89772.3,1,1,177383.68,105,72,3,0
15692583,678,France,Female,32,5,0,2,1,90284.47,158,60,5,0
15591257,796,France,Male,24,8,0,2,1,61349.37,198,107,30,0
15646513,803,France,Male,42,5,0,1,1,196466.83,123,116,11,0
15708063,712,France,Male,36,2,100749.5,3,0,70758.37,124,106,23,0
15696098,498,France,Female,31,10,0,2,1,13892.57,186,117,28,0
15645517,850,Spain,Male,22,2,0,2,1,9684.52,241,90,9,1
15649744,628,France,Female,51,3,123981.31,2,1,40546.15,162,98,85,1
15604304,539,Germany,Female,34,4,91622.42,1,1,136603.42,215,119,23,1
15784092,732,France,Male,36,7,126195.81,1,1,133172.48,220,140,35,1
15585198,715,France,Male,41,4,94267.9,1,0,152821.12,199,110,58,1
15624347,651,France,Male,40,4,0,2,1,147715.83,158,78,61,1
15621687,813,France,Male,34,0,0,2,1,43169.15,178,100,29,0
15689081,692,France,Male,29,4,0,1,1,76755.99,155,81,22,0
15813168,756,Germany,Female,39,3,100717.85,3,1,73406.04,207,165,162,1
15604295,543,France,Male,36,6,0,2,1,176728.28,172,104,12,0
15724127,790,France,Female,26,4,141581.71,2,0,98309.27,168,63,15,0
15673055,494,Spain,Male,38,7,0,2,1,6203.66,151,115,100,1
15768201,850,France,Female,39,2,148586.64,1,1,176791.27,215,88,21,1
15782219,703,Spain,Male,29,9,0,2,1,50679.48,218,66,12,0
15746410,432,Spain,Male,38,7,0,2,1,150580.88,220,92,15,0
15780144,512,Germany,Female,32,2,123403.85,2,1,80120.19,131,92,19,0
15590476,589,France,Male,28,7,0,2,1,151645.96,199,65,11,0
15624293,514,France,Female,46,3,106511.85,1,1,55072.32,193,120,31,0
15618182,678,France,Female,38,2,0,2,0,115068.99,178,74,1,0
15660316,420,Germany,Female,34,1,135549.9,1,0,149471.13,137,95,21,0
15678886,679,Germany,Male,38,7,110555.37,2,1,46522.68,175,95,27,0
15616330,595,France,Male,31,4,0,2,1,189995.86,138,106,2,0
15592229,713,France,Female,52,0,185891.54,1,1,46369.57,194,134,40,1
15798424,833,Germany,Male,59,1,130854.59,1,1,30722.52,174,81,80,1
15714750,690,France,Female,42,3,92578.14,2,0,70810.6,128,79,23,0
15648800,731,Germany,Female,21,8,132312.06,1,1,106663.46,185,87,9,0
15626147,608,France,Female,62,8,144976.5,1,0,175836.03,192,102,15,0
15626608,479,Spain,Male,48,5,87070.23,1,0,85646.41,219,84,2,1
15723250,519,France,Male,42,8,0,2,1,101485.72,240,157,46,1
15592583,731,France,Female,47,1,115414.19,3,0,191734.67,112,99,1,0
15759381,617,Spain,Male,61,7,91070.43,1,1,101839.77,240,156,78,1
15585241,756,Spain,Male,29,2,117412.19,2,1,4888.91,214,74,22,0
15589358,848,Germany,Male,31,4,90018.45,2,1,193132.98,204,103,5,0
15672704,809,France,Female,24,4,0,2,1,193518.76,170,62,3,0
15789955,698,Germany,Male,56,1,112414.81,2,0,93982.02,174,102,21,0
15596800,779,Germany,Male,33,1,158456.76,1,1,197000.92,156,131,80,1
15627305,606,Spain,Male,35,7,0,1,1,106837.06,203,68,0,0
15645316,612,Germany,Female,58,1,149641.53,1,1,115161.28,164,136,58,1
15593973,663,Spain,Female,33,8,122528.18,1,1,196260.3,132,86,8,0
15647301,549,Germany,Female,45,3,143734.01,2,1,96404.38,170,136,81,1
15750258,675,France,Female,32,2,155663.31,1,1,97658.66,150,73,7,0
15685309,669,France,Female,35,7,0,1,1,49108.23,162,135,17,1
15628205,571,Germany,Female,34,1,101736.66,1,0,195651.66,217,124,77,1
15733974,500,Spain,Male,37,9,125822.21,1,1,111698,174,109,18,0
15762110,628,France,Male,37,0,0,2,1,171707.93,165,162,112,1
15706899,559,France,Male,34,4,0,2,1,66721.98,194,150,28,1
15732660,769,France,Female,27,2,0,1,1,57876.05,244,148,122,1
15656121,733,Germany,Male,31,6,157791.07,2,0,177994.81,175,81,17,0
15614220,750,France,Male,22,5,0,2,0,105125.65,241,93,24,1
15645269,583,France,Female,42,4,0,2,1,17439.66,215,111,3,0
15698510,468,Germany,Male,42,9,181627.14,2,1,172668.39,204,100,5,0
15569247,727,Spain,Female,57,1,109679.72,1,0,753.37,201,170,119,1
15566251,618,France,Female,37,5,96652.86,1,1,98686.4,158,77,16,0
15716134,617,France,Male,40,5,190008.32,2,1,107047.92,206,88,57,1
15763625,793,Spain,Male,41,9,0,2,1,152153.74,165,102,7,0
15605965,630,France,Male,43,9,0,2,1,34338.04,199,168,144,1
15694821,765,Germany,Male,43,4,148962.76,1,0,173878.87,202,155,68,1
15601688,546,France,Male,28,8,0,1,1,159254.29,216,97,18,0
15575581,614,Germany,Female,30,3,131344.52,2,1,54776.64,131,92,4,0
15671209,593,Germany,Female,29,5,101713.84,3,1,134594.99,191,77,9,0
15616529,613,Spain,Male,34,3,0,1,1,41724.72,242,85,21,1
15773906,655,France,Male,38,4,0,2,0,110527.71,122,81,5,0
15722993,700,France,Female,27,6,137963.07,1,0,8996.79,124,104,12,0
15752463,826,Spain,Female,29,4,129938.07,1,0,190200.53,206,85,1,1
15589754,652,Germany,Male,45,2,151421.44,1,0,115333.43,205,106,66,1
15669899,755,Germany,Female,45,7,135643,1,0,143619.52,139,77,15,0
15766887,538,Spain,Male,39,2,122773.5,2,1,58467.08,244,101,72,1
15768006,729,France,Male,34,3,152303.8,1,1,12128.69,171,104,30,0
15741295,615,France,Male,49,3,0,2,1,49872.33,241,97,1,1
15811327,700,Spain,Male,54,1,79415.67,1,0,139735.54,159,98,56,1
15690007,434,Germany,Female,58,9,125801.03,2,1,60891.8,177,69,13,0
15690664,729,Spain,Male,37,10,0,2,1,100862.54,145,69,9,0
15719348,513,France,Male,35,8,0,1,1,76640.29,141,120,21,0
15781802,755,France,Male,41,6,104817.41,1,1,126013.58,159,88,6,0
15752731,615,France,Female,30,9,0,1,1,87347.82,154,87,21,0
15600997,747,Germany,Female,32,5,67495.04,2,0,77370.37,226,160,138,1
15750776,850,France,Female,36,0,164850.54,1,1,62722.44,243,128,22,1
15723907,712,Germany,Female,49,5,154776.42,2,0,196257.68,209,117,11,0
15633419,622,Germany,Female,28,1,143124.63,2,1,81723.8,135,85,20,0
15702430,548,France,Female,35,10,0,1,1,31299.71,175,86,17,1
15710456,607,France,Female,27,2,0,2,1,63495.86,155,108,10,0
15650351,653,France,Female,38,8,102133.38,1,1,166520.96,176,142,25,1
15590820,699,Spain,Male,26,6,79932.41,1,0,150242.44,113,101,6,0
15640454,693,Germany,Male,40,0,120711.73,1,0,27345.18,192,73,13,0
15697789,647,Germany,Female,43,3,122717.53,2,1,87000.39,157,96,34,1
15808182,478,Spain,Female,36,3,92363.3,2,1,44912.7,189,105,12,0
15588670,705,Spain,Female,40,5,203715.15,1,1,179978.68,114,64,6,0
15721292,719,Spain,Male,39,5,0,2,1,145759.7,171,82,12,0
15604217,726,France,Male,34,9,0,2,0,14121.61,121,102,25,0
15651369,626,France,Male,21,1,0,2,1,66232.23,200,87,15,0
15782454,552,France,Male,49,4,0,1,1,190296.76,157,102,95,1
15814032,807,Germany,Female,31,1,93460.47,2,0,172782.69,206,106,6,0
15570326,621,France,Male,34,6,0,2,1,99128.13,195,121,42,1
15624428,651,Germany,Female,24,7,40224.7,1,1,178341.33,185,92,32,1
15755638,673,France,Female,43,5,168069.73,1,1,146992.24,158,150,76,1
15600992,652,France,Male,36,1,0,2,1,151314.98,243,113,59,1
15755649,584,Germany,Male,47,7,130538.77,1,1,92915.84,166,100,19,0
15795228,756,France,Male,37,3,132623.6,1,1,58974,155,137,14,1
15589257,670,France,Female,35,3,103465.02,2,1,174627.06,222,146,101,1
15719302,765,France,Female,50,9,126547.8,1,1,79579.94,181,150,141,1
15639882,528,France,Male,30,2,128262.72,2,1,50771.16,155,94,13,0
15791279,701,France,Male,40,5,169742.64,1,1,153537.55,209,190,118,1
15636935,797,France,Female,29,1,0,2,1,132975.39,184,101,31,1
15686909,639,Germany,Male,27,3,150795.81,1,0,85208.93,195,168,140,1
15589572,785,Spain,Female,61,4,129855.72,2,1,170214.82,207,74,11,0
15779947,363,Spain,Female,28,6,146098.43,3,1,100615.14,101,83,14,0
15573769,764,France,Female,24,7,0,2,1,186105.99,169,98,23,0
15578866,676,France,Female,43,2,0,1,1,55119.53,250,197,108,1
15739131,718,Germany,Male,28,4,65643.3,1,1,28760.99,186,118,27,0
15813444,590,Spain,Female,34,6,0,2,1,171021.44,165,93,14,0
15678058,584,France,Male,38,9,104584.16,1,1,176678.72,206,79,5,0
15769169,645,France,Male,41,7,0,1,0,28667.56,196,106,81,1
15804602,772,Germany,Male,30,6,99785.28,2,0,197238.03,166,113,21,0
15651052,399,Germany,Male,46,2,127655.22,1,1,139994.68,114,90,14,0
15724334,529,France,Male,22,5,0,1,1,151169.83,215,120,36,0
15569451,463,France,Male,35,2,101257.16,1,1,118113.64,184,161,111,1
15650098,630,France,Female,40,7,0,2,1,34453.17,162,140,46,1
15724307,780,France,Male,76,10,121313.88,1,0,64872.33,197,181,86,1
15599268,584,Spain,Male,32,5,0,2,1,10956.82,106,77,14,0
15594864,752,Germany,Male,30,4,81523.38,1,1,36885.85,216,173,114,1
15616451,697,France,Female,47,6,128252.66,1,1,168053.4,212,160,0,1
15715667,850,France,Female,32,7,0,2,0,155227,218,77,5,0
15658969,711,France,Male,51,7,0,3,1,38409.79,166,113,14,0
15738174,452,France,Female,32,5,0,2,0,75279.39,190,166,92,1
15813590,610,Spain,Male,42,6,0,2,1,158302.59,180,89,14,0
15624229,694,France,Female,22,4,0,2,1,11525.72,159,155,130,1
15674148,579,Spain,Male,33,6,0,1,1,94993.04,109,63,4,0
15625080,745,Spain,Female,54,8,0,1,1,173912.29,182,65,4,0
15682528,572,France,Male,33,5,0,1,0,41139.05,236,134,88,1
15696900,505,Germany,Male,29,3,145541.56,2,1,58019.95,236,188,76,1
15730038,706,France,Female,23,5,0,1,0,164128.41,118,85,12,0
15812272,693,Germany,Male,44,5,124601.58,2,1,46998.13,177,164,33,1
15654654,725,Germany,Female,33,7,115182.84,2,1,177279.41,218,177,109,1
15697625,791,France,Male,37,2,163789.49,2,1,75832.53,220,70,4,0
15616280,536,France,Male,46,1,65733.41,1,1,61094.53,182,70,8,0
15654229,699,Spain,Male,47,1,0,2,0,30117.44,226,114,78,1
15628298,500,Spain,Female,47,8,128486.11,1,1,179227.12,207,110,9,0
15733387,707,Spain,Female,53,6,109663.47,1,1,52110.45,213,200,81,1
15775572,531,Germany,Female,42,6,88324.31,2,1,75248.75,111,68,0,0
15613844,557,France,Female,28,7,146445.24,2,1,184317.74,156,118,7,0
15578515,659,France,Female,38,3,0,2,1,158553.1,146,100,10,0
15607598,575,Spain,Female,31,6,0,2,1,95686.42,169,136,4,1
15742480,775,Germany,Male,36,2,109949.05,2,0,71682.54,227,110,85,1
15749482,772,Spain,Male,30,4,78653.05,1,1,1790.48,109,76,11,0
15607537,587,Germany,Male,46,9,107850.82,1,1,139431,103,72,15,0
15575410,667,Germany,Female,39,4,83765.35,2,1,118358.54,192,65,4,0
15684865,771,France,Female,66,7,143773.07,1,1,130827.88,150,147,34,1
15600700,523,Germany,Male,63,6,116227.27,1,1,119404.63,197,135,30,1
15774155,662,Germany,Male,33,0,103471.52,1,1,162703,208,152,44,1
15634267,717,France,Male,42,5,0,2,1,172665.21,113,101,9,0
15619626,746,France,Male,24,3,137492.35,2,0,170142.09,246,142,106,1
15660422,569,France,Male,28,7,0,2,1,73977.23,178,75,6,0
15617934,579,France,Male,36,9,129829.59,1,1,60906.12,250,89,35,1
15760774,519,France,Female,21,1,146329.57,2,1,194867.27,162,161,94,1
15813132,696,Germany,Male,30,4,114027.7,1,1,193716.56,248,173,98,1
15593331,693,Germany,Male,25,6,146580.69,1,0,14633.35,182,94,69,1
15616709,587,Germany,Female,38,0,132122.42,2,0,31730.32,174,63,6,0
15658052,626,France,Female,44,10,81553.93,1,1,20063.63,134,109,5,0
15721189,666,France,Female,66,7,0,2,1,99792.82,158,86,51,1
15711288,512,France,Male,24,6,0,2,1,37654.31,122,76,18,0
15770030,689,Spain,Female,28,3,0,2,1,192449.02,173,85,13,1
15803681,803,France,Female,26,4,0,2,1,181208.47,173,141,7,1
15702789,548,Germany,Male,32,5,175214.71,1,1,155165.61,188,161,28,1
15814930,588,Germany,Female,40,10,125534.51,1,1,121504.18,149,119,12,0
15658306,693,France,Male,68,4,97705.99,1,1,61569.07,183,82,12,1
15699523,499,Germany,Female,55,4,126817.65,2,1,123269.71,192,106,4,0
15610383,628,France,Female,46,1,46870.43,4,1,31272.14,191,102,22,0
15615032,624,Spain,Male,46,3,0,2,1,62825.03,177,118,103,1
15781989,733,France,Male,42,9,120094.93,1,1,184056.45,178,73,1,0
15647402,628,France,Female,38,3,0,2,1,48924.73,250,188,2,1
15740494,633,France,Female,33,3,0,2,1,191111.02,188,72,8,0
15701265,559,Germany,Female,36,1,104356.94,2,0,54184.06,175,171,94,1
15743532,704,Germany,Male,27,5,147004.34,1,1,64381.33,177,113,13,0
15794870,744,Germany,Male,38,6,73023.17,2,1,78770.86,165,66,7,0
15747591,665,Spain,Female,40,1,173432.55,1,0,116766.79,168,140,52,1
15726557,638,France,Female,42,7,165679.92,1,0,32916.29,195,100,18,0
15732199,837,Spain,Male,31,9,104678.62,1,0,50972.6,214,85,57,1
15662291,534,France,Female,55,8,116973.26,3,1,122066.5,177,65,6,0
15749050,548,France,Female,36,3,0,1,1,65996.9,197,81,4,0
15781586,837,Germany,Male,38,2,126732.85,1,1,79577.38,235,121,31,1
15617078,658,France,Female,44,6,148481.09,1,1,130529.13,122,83,21,0
15723339,554,France,Female,38,4,137654.05,2,1,172629.67,218,130,87,1
15671322,724,Germany,Male,30,7,115315.04,1,1,15216.53,158,79,12,0
15793854,723,France,Male,42,2,99095.73,1,1,17512.53,169,156,73,1
15756539,585,Germany,Female,39,7,165610.41,2,0,131852.01,173,87,24,0
15612064,474,France,Male,33,5,0,2,1,181945.52,135,70,8,0
15625916,562,Spain,Male,32,6,161628.66,1,1,91482.5,203,60,1,0
15683195,719,France,Male,32,9,146605.27,1,1,77119.45,203,185,170,1
15690182,635,Germany,Male,37,5,113488.68,1,1,95611.74,107,81,17,0
15721719,743,France,Male,42,7,77002.2,2,1,80428.42,248,98,71,1
15641690,681,Spain,Male,67,7,0,2,0,163714.92,184,159,4,1
15634896,521,France,Female,39,6,0,2,0,27375.15,166,156,146,1
15671590,741,Spain,Male,25,4,0,2,1,73873.65,207,140,98,1
15779182,790,Spain,Male,46,8,182364.53,1,0,139266.48,170,80,10,0
15778287,622,France,Male,35,8,0,2,1,131772.51,208,137,71,1
15609510,669,France,Male,45,7,149364.58,1,0,173454.07,238,156,11,1
15742229,583,France,Male,59,7,127450.14,1,0,67552.71,157,132,105,1
15658532,520,Spain,Female,63,5,162278.32,1,1,34765.33,201,169,76,1
15590993,579,Spain,Male,37,5,152212.88,2,0,120219.14,130,74,19,0
15565701,698,Spain,Female,39,9,161993.89,1,0,90212.38,103,84,3,0
15597239,548,Spain,Male,39,7,131468.44,1,1,164975.82,162,64,8,0
15688880,672,Germany,Male,40,10,102980.44,1,1,1285.81,189,118,24,0
15813917,653,Germany,Male,31,9,143321.97,1,1,83679.46,133,88,24,0
15679611,734,Spain,Female,37,2,130404.92,1,0,34548.74,160,108,22,0
15636589,794,France,Female,41,7,0,2,1,74275.08,178,145,119,1
15687752,641,France,Male,30,2,87505.47,2,0,7278.57,170,97,8,1
15584363,824,France,Male,30,0,133634.02,1,1,162053.92,249,81,39,1
15737748,534,Spain,Female,33,3,151233.62,1,0,199336.63,112,70,4,0
15803365,653,Spain,Male,55,2,70263.83,1,0,62347.71,170,168,63,1
15793247,498,France,Male,34,5,0,2,1,91711.66,157,107,67,1
15572360,683,France,Male,30,10,57657.49,1,0,79240.9,214,110,14,0
15795166,618,Germany,Male,42,8,153572.31,2,1,76679.6,199,128,30,1
15724620,538,France,Male,37,1,134752.08,1,1,162511.55,208,93,2,0
